,comment,length,label_id
8153,متاسفانه این شیشه‌ای بودن قاب پشتی گوشی باعث می‌شود که کاملا مستعد جذب اثر انگشت باشد.,17.0,negative
6420,فقط در قسمت پایین صفحه نمایش، ۴ کلید جهت کارایی‌های مختلف قرار داده شده است که کار با آن را به مراتب برای کاربر راحت‌تر می‌کند.,26.0,positive
1858,پردازنده دو هسته‌ای، چیپ گرافیک عالی، خوش دست بودن، قابلیت مکالمه تلفنی و..,18.0,positive
47,مودهای عکاسی که از طریق پیچ تنظیم می‌توانند انتخاب شوند واقعا متنوع هستند.,14.0,positive
8729,عکس‌های فوق العاده فلش عالی عکس ۳ بعدی و فیلم برداری معرکه‌ای داره,13.0,positive
7870,• سخت افزاراز نظر سخت افزاری این تبلت بی نقص به نظر می‌رسد.,14.0,positive
7493,خدا رو شکر پرینتر خوبی هست هم سرعتش بالاست هم کیفیتش که تا حالا خوب بوده مدت زیادی نیست که دارمش اما ازش راضی هستم,25.0,positive
4573,دوربین فیلم‌برداری jvc مدل gz-mg۵۵۵ به قابلیت‌های جدیدی برای کاهش نویز تصویر مجهز است.,16.0,positive
5430,در سمت راست تبلت، کلید پاور و کلیدهای کم و زیاد کردن صدا قرار دارند که به زیبایی بر روی لبه تبلت قرار گرفته‌اند و به همین دلیل وقتی تبلت را در حالت افقی قرار میدهید، امکان فشار دادن این کلیدها بطور تصادفی وجود نداد.,48.0,positive
8535,تاچ گوشی بسیار روان که احساس خوبی به ادم دست میده.,12.0,positive
5464,سنسور با رزولوشن بالا، توانایی فیلم برداری ۷۲۰p hd و طراحی و ساخت زیبا و باریک نیز جزو ویژگی همه‌ی دوربین‌های سری a امسال محسوب می‌گردند.,29.0,positive
6211,فرقش با گوشی‌های هم رده باطری بهتر و سیستم عامل اندروید ۴ هست,13.0,positive
4416,همین الان می‌تونید گوشی هایی رو پیدا کنید که از این تبلت و گوشی گرون ترن!,17.0,positive
7260,برای کسانیکه زمان زیادی از فلش استفاده می‌کنند، اکنون فلش درایوی وجود دارد که برای زندگی پرتحرک شما مناسب است.,22.0,positive
914,روشنایی صفحه نمایش نیز عالیست.,6.0,positive
4770,و با توجه به قیمتش یک پیشنهاد عالی مخصوصا برای مهندسین هست.,13.0,positive
8925,خوش دستی ۵. تنظیمات خودکار ۶. کیفیت عکس‌های بینظیر ۷.,10.0,positive
6127,متاسفانه دکمه‌ی delete برای پاک کردن عکس‌های گرفته شده بر روی بدنه دیده نمی‌شود و باید از طریق منوها این کار را انجام داد که برای پاک کردن هر عکس از روی کارت حافظه دست کم به ۶ کلیک نیاز است.,41.0,negative
7693,الان هم قیمتش اومده پایین و مناسب واسه خرید,9.0,positive
2432,کیفیت بدنش متوسط رو به خوب.,7.0,positive
7004,ممکن است که g۲۷۱۰ از نظر ظاهری خیلی پیشرفته باشد، ولی درون آن فن آوری خیلی ساده‌ای قرار گرفته است.,22.0,negative
3381,من حدود یک ساله دارمش و واقعا ازش راضی هستم.,11.0,positive
8835,هارد خوبیه مخصوصا نسبت به قیمتش.,7.0,positive
3893,سلام دوستان من این تبلتو امروز خریدم فعلا نظری ندارم فقط از دیجی کالا ممنونم چون خیلی سریع یعنی ۱ روزه رسوندش اراک,23.0,positive
2687,و برنامه و بازی خوری مناسب.,7.0,positive
8306,کیفیتش دوربینش خیلی خوب نیست مخصوصا وقتی که خش می‌ٱفته..,12.0,negative
565,در کل باید گفت که p۷۷۰۰ جهش خیلی خوبی نسبت به p۷۱۰۰ بوده است.,16.0,positive
8329,"من ۸ ماه پیش این گوشی رو خریدم , مشکل خیلی بدی که داره اینه که بعد از مدتی که باهاش کار میکنی یکدفعه بک میزنه که این خیلی بده.",31.0,negative
5727,به هر حال، اگر به دنبال داشتن یک گوشی خوش ساخت با امکانات مناسب هستید، آشا ۳۰۹ می‌تواند یکی از انتخاب‌های خوب برای شما باشد.,28.0,positive
4193,قطعا از لحاظ باتری ضعف ندارند.,7.0,positive
6445,اکنون، تمامی دکمه‌های معمول پلیرها؛ از جمله دکمه‌های play&pause و سایر دکمه‌ها حذف شده‌اند و به جای آن یک صفحه لمسی با رابط کاربری فوق العاده وجود دارد.,31.0,positive
3010,همین امر باعث می‌شود که این تبلت برای علاقه‌مندان به بازی‌های موجود هم یک انتخاب هوشمندانه به شمار آید.,20.0,positive
2655,سبک و زیبا فقط ۱۰۰ گرم۳.,7.0,positive
7940,منم ترغیب شدم بگیرم چون قیمتش واقعا مناسبه.,9.0,positive
5256,اما asus راه حل جدیدی را اندیشیده است.,8.0,positive
2634,و بهترین چیزش اندروید ۴,5.0,positive
600,این دوربین شوتینگ مودهای مختلفی دارد که از طریق منوها قابل دسترسی هستند.,14.0,positive
5518,با عرض سلام من این گوشی را ۳ روز است که خریده‌ام اندروید ۴ به خوبی به روی ان کار میدهد درباره‌ی پردازنده‌ام من تا به حال مشکلی ندیدم من توصیه میکنم که این گوشی را بخرید رنگ سفیدش قشنگ تره ممنون,42.0,positive
9214,برنامه‌های نصب شده روی گوشی از جمله برنامه‌ی آفیس با قابلیت ادیت داکیومنتها ۲۰. قیمت کمتر با وجود این امکانات در مقابل گوشی‌های هم رده خودش حالا واقعا چی از گوشی‌های neo و neo v و ray کم داره من نمیدونم.,42.0,positive
1546,این دوربین ایده آل برای ورزشهای از قبیل پرواز، دوچرخه سواری، اسکی و اسکیت، سنگ نوردی، کوه نوردی، غار نوردی، بانجی جامپینگ، قایق رانی و دیگر ورزشهای از این دست می‌باشد.۲- مدل hd motorsports hero که مناسب برای علاقه مندان اتومبیل رانی، موتور سواری، دوچرخه سواری، کارتینگ و جت اسکی می‌باشد.,64.0,positive
850,کافی است که آن را به سوی سوژه نشانه بروید و دکمه‌ی شاتر را بفشارید تا به صورت خودکار همه‌ی تنظیمات بر روی بهترین حالت قرار گیرد و با کیفیت‌ترین عکس گرفته شود.,33.0,positive
3225,در مورد پخش فیلم نیز خوب عمل می‌کنه.,9.0,positive
2279,سونی یه شرکت بزرگ و پیشرفته ست.,8.0,positive
6437,sony xperia neo l یکی از محصولاتی است که با توجه به قیمت و امکاناتی که بر روی آن قرار داده شده، کمپانی سونی را در این آزمون سربلند می‌کند.,32.0,positive
2187,تجربه مشاهده خود را با بالا بردن دقت نمایش اچ دی vod به کیفیت حیرت‌انگیز فول اچ دی ارتقا بخشید.,21.0,positive
660,سرعت هارد خیلی خوبه و توی کپی و برداشتن از هارد همه چیز عالیه.,15.0,positive
6478,کنترل‌های دستی شاتر، دیافراگم و فوکوس نیز عملکردهای خیلی خوبی هستند که بر روی یک دوربین به نسبت ارزان قیمت به کار گرفته شده‌اند.,26.0,positive
3167,پشت گوشی فوق‌العاده من و جذب خودش کرد و تصمیم گرفتم این گوشی رو داشته باشم.,16.0,positive
785,کیفیتش هم اصلا پایین نیست که بیشتر سایت‌ها نوشتن کیفیت مورد قبولی نداره که در اشتباهند.,17.0,positive
2987,ابعاد و وزن تبلت gsp-x۷ با ابعاد ۱۹۰٫۵ × ۱۱۵ × ۱۰٫۵ میلی‌متر و وزن ۳۳۰ گرم تبلت ایده‌آل و مناسب برای کاربران است.,27.0,positive
5048,من اینو دارم و میخواهم بگم عالیه به تمام معنا و فوق العادست اگه پولشو دارین حتما یکی بگیرین,19.0,positive
7730,جنس بدنه که زیاد راضی نیستم چون زود لک میشه و من مدام باید دستمال دستم باشه و پاکش کنم.,21.0,negative
6189,نداشتن دوربین جلو به طور پیش فرض نداشتن زبان فارسی در منوها و صفحه کلید (البته این مشکل با نرم افزار به سادگی قابل حل شدن است),29.0,negative
4201,و یک چیزه دیگه که شاید اول به چشم نیاد ولی خیلی جذابه تکنولوژی صوتی beats audioهست که واقعا محشره تا یکبار باهاش موسیقی یا فیلمhd تماشا نکنید متوجه حرفم نمیشید.,32.0,positive
844,کمینه‌ی نسبت کانونی این لنز در حالت واید و زوم، f/۲٫۸-۶٫۹ است که دست کم در حالت واید لنزی بسیار سریع می‌باشد تا بتوانید در شرایط نوری ضعیف‌تر هم از سرعت‌های شاتر بالا استفاده کنید.,37.0,positive
3170,با فشار دادن کلید پاور اولین ویبره گوشی دست رو میلرزونه و مارک lg در بین صفحه نمایش ۵ اینچی این فبلت زیبا ظاهر میشه و در عرض حدود ۲۰ ثانیه اولین startup گوشی تموم میشه و صفحه تنظیمات سیستم عامل اندروید ظاهر میشه.,45.0,positive
1376,به دلیل رزولوشن بالایی که این سنسور ارائه می‌دهد، جزئیات می‌توانند با تفکیکی بسیار عالی ثبت شوند.,19.0,positive
9460,قدرت بلندگوی این گوشی بسیار زیاد است به همین حتی در فضاهای شلوغ به راحتی می‌توانید صدای زنگ خوردن گوشی خود را بشنوید.,24.0,positive
3182,نکات اضافی: برای کسانی که از رایتل استفاده میکنن این گوشی بسیار مناسب هستش چون اولا با ارتباط نخست تمامی تنظیمات شبکه از قبیل اتصال اینترنت و پیام mms دریافت و نصب میشه و دوما ارسال و دریافت mms بسیار عالی و بدون کوچکترین مشکل انجام میپذیره.,49.0,positive
7011,با این حال اسکن فیلم ۳۵ میلی متری از نویز در قسمت‌های تاریک‌تر و سایه‌ها رنج می‌برد.,18.0,negative
2784,عدم وجود قابلیت full hd.,6.0,negative
7502,تا حالا مشکلی نداشته و خیلی خوب کار کرده.,10.0,positive
6616,از هر لحاظ بهترینه، سخت افزار قدرتمندش حتما حس خوبی به آدم میده ولی این که خیلی از قابلیت هاش در ایران کار نمیکنه خیلی بده.,28.0,negative
7860,وزن آن ۶۰۰ گرم است که در مقایسه با بدنه پلاستیکی آن، به نسبت دیگر تبلت‌های سری galaxy مقداری سنگین نیز به نظر می‌رسد.,26.0,negative
2486,همانند iphone ۵، نسل پنجم ipod touch نیز قابلیت عکاسی پانوراما را دارد که به کمک آن می‌توان عکس‌های عریض بسیار زیبایی تهیه نمود.,26.0,positive
1604,این دوربین ابعاد ۹۵x۵۷x۱۸ میلی متر را ارائه می‌دهد که علاوه بر فوق‌العاده کوچک بودن، با قطر تنها ۱۸ میلی متر یکی از باریک‌ترین دوربین‌های ساخته شده تا به این تاریخ نیز هست.,39.0,positive
6779,این را نیز بگوییم که wx۱۷۰ در رنگ‌های متنوع‌تری تولید شده تا بیشتر مورد علاقه‌ی سلیقه‌های متفاوت قرار گیرد.,21.0,positive
2266,من که خیلی ازش راضی بودم,6.0,positive
8770,این پورت سرعت انتقال داده‌ها‌ی به مراتب بالاتری را نسبت به پورت‌ها‌ی usb ۲٫۰ فراهم می‌آورد.,17.0,positive
902,همه این کارها در galaxy note ۸ به لطف قلم تعبیه شده بسیار راحت‌تر و لذت بخش‌تر از گذشته مقدور می‌باشند.,22.0,positive
4474,این را نیز بگوییم که sz-۱۴ توانایی عکاسی ۳d یا سه بعدی را دارد.,16.0,positive
261,البته cd راهنما زبان انگلیسی هم داره کیفیت عکس‌ها و فیلمها در تمامی شرایط نوری بسیار عالی و قابل قبوله لرزشگیر دوربین عملکرد بسیار خوبی داره و بخصوص در هنگام فیلم برداری کاملا محسوس و رضایت بخشه در کل این دوربین با توجه به قیمت و مدل‌های مشابه بهترین انتخاب میتونه باشه,52.0,positive
7826,و به جرائت می‌تونم بگم تا به امروز هیچ تبلت دیگری چنین نرم افزار آفیسی با این قدرت ادیت رو نداشته.,22.0,positive
3880,ضمن اینکه برای این تبلت امکان تهیه داک کیبورد به صورت جداگانه نیز وجود دارد که این نیز یک مزیت دیگر این دستگاه به شمار می‌آید.,27.0,positive
6241,واقعا هم ازش راضی‌ هستم.,6.0,positive
728,امیدوارم که هر چه زودتر بیاد.,7.0,positive
543,این مدل قادر است که با وضوح ۳۰۰ و ۶۰۰ و۹۰۰ dpi اسکن تهیه کند و با فرمت‌های pdf و jpg ذخیره نماید.,25.0,positive
1340,این دوربین ایده آل برای ورزشهای از قبیل پرواز، دوچرخه سواری، اسکی و اسکیت، سنگ نوردی، کوه نوردی، غار نوردی، بانجی جامپینگ، قایق رانی و دیگر ورزشهای از این دست می‌باشد. ۲- مدل hd motorsports hero که مناسب برای علاقه مندان اتومبیل رانی، موتور سواری، دوچرخه سواری، کارتینگ و جت اسکی می‌باشد.,64.0,positive
1060,. اما همیشه با معضل انتقال اطلاعات روبرو بودم.,10.0,negative
5771,عکاسی سه بعدی هم نمی‌توانید بکنید.,7.0,negative
5807,به نظر من برای کسی که میخواد تا این قیمت هزینه کنه گوشیه عالی هست.,16.0,positive
1834,اگه دنبال تبلت جمع و جور و با کیفیت قطعات بالا میگردین بهتون این تبلتو پیشنهاد میکنم من یه ۵ ماهی میشه که خریدمش.,25.0,positive
8619,دوربین فیلم‌برداری gz-mg۲۵۵ از دیگر مدل‌های jvc است که کیفیت تصویری بسیار خوبی دارد.,16.0,positive
5458,در شرایط نوری خوب، این دوربین می‌تواند عکس‌های با کیفیت خیلی بالا تولید کند و با توجه به رزولوشن بالایی که سنسور دارد، تفکیک جزئیات خیلی خوب صورت می‌گیرد.,32.0,positive
7890,اگر داشتن با کیفیت‌ترین صفحه نمایش در بین تبلت‌ها برای شما اولویت محسوب نمی‌شود، و یا اگر به دنبال تبلتی برای انجام کارهای گرافیکی می‌گردید، samsung galaxy note ۱۰٫۱ یک انتخاب بسیار خوب برای شماست که مسلما از خرید آن پشیمان نخواهید شد.,46.0,positive
5158,همچنین مجهز به لنز با توانایی زوم اپتیکال ۱۸ برابر نیز می‌باشد.,13.0,positive
3217,ا یکی دیگه از ایراداشم جای دست (اثر انگشت روی بدنش میمونه!,14.0,negative
4153,در این گوشی مشکل باتری وجود نداره چون علاوه بر اینکه فوق کم مصرف هست قابلیت تعویض باتری توسط کاربر رو هم داره!,24.0,positive
7130,ارزش خرید را دارد زیرا به آندروید ۴ update می‌شود,10.0,positive
2780,فوکوس اتوماتیک بسیار عالی عمل میکنید.,7.0,positive
7624,این یعنی اینکه مقدار خیلی اندکی نسبت به لنز مدل پیشین کندتر شده است.,14.0,positive
829,نسبت به قیمتش نمی‌ارزه.,5.0,negative
5451,نمایشگر لمسی امکانات خیلی خوبی را چون touch to focus یا فوکوس لمسی فراهم می‌آورد.,16.0,positive
851,۲۶۴ را نیز دارد که عالیست.,7.0,positive
2190,با عینک‌های ۳ بعدی سامسونگ می‌توانید تصاویر خارق‌العاده ۳ بعدی را با دقت فول اچ دی تماشا ۱۰۸۰p نمایید.,21.0,positive
1327,ضعف دوربین هم مربوط به نرم افزار بوده و با آندروید ۴٫۱ مشکل one x حل شده.,18.0,positive
7353,تو رده دو سیمها گوشی معقولیه.,7.0,positive
8805,این دوربین می‌تواند تا حد زیادی مناسب عکاسان نجومی هم باشد چرا که بستن یک دوربین کوچکتر و سبک‌تر به تلسکوپ می‌تواند مشکلات کمتری را در بالانس ایجاد کند و در کل ست آپ سبک و کوچکتری را برای شما به ارمغان آورد.,44.0,positive
3584,یکی از بهترین کنسول‌های موجود در ایران هست چون قیمت بازی‌های نسبت به ps۳ کمتره و همون کیفیت رو داره و می‌تونم بگم که بهتر هم هست!,28.0,positive
5674,از سایت خوب دی جی کالا هم تشکر میکنم,9.0,positive
8726,سلام من یک ماهی میشه که این دوربین رو خریدم کارایی بالایی در برابر قیمتش داره کیفیت عکساش فوق العاده است سونی واقعا سنگ تموم گذاشته.,27.0,positive
5625,من هم با این گوشی کار کردم هم با s۳، این خیلی سریعتره، انتظار داشتم s۳ سریعتر باشه.,21.0,positive
5535,همچنین امکان دریافت و نصب برنامه‌های مختلف نیز برای این گوشی وجود دارند.,14.0,positive
2890,به طور کلی، سه هسته موجود در این پردازنده به صورت موازی و در فرکانس ۲/۳ گیگاهرتز فعالیت می‌کنند که این عامل باعث افزایش کارآیی این واحد پردازشی در محاسبات پیچیده می‌شود.,33.0,positive
269,یکی از نکات جالب بدنه این گوشی، جنس دو لایه قاب پشتی آن است که از دو رنگ متفاوت تولید گردیده و به گوشی جلوه جالبی بخشیده است.,29.0,positive
8858,و در اخر بگم تا تاریخ ثبت این نظر هیچ تبلتی از مدیاپد ارزش خرید بیشتری نداره.,18.0,positive
8977,tz-۱۸ از فن‌آوری‌های متنوع و خیلی خوبی در عکاسی بهره می‌برد که مثلا شامل تشخیص چهره هم می‌شود.,20.0,positive
3130,این هم که قلمش داخل گوشی نمیره، میتونه یه نکته منفی باشه.,14.0,negative
2385,کیفیت ساخت خیلی خوبی داره.,6.0,positive
3789,مشکل اینه که وقتی هارد رو وصل می‌کنم ۲ تا بیپ می‌کنه و مدام چشمک می‌زنه ولی وصل نمی‌شه (این طور که از سرچ کردن فهمیدم مشکل ضعیف بودن سیمکشی داخلی دارن که خیلی جدی نیست و سریع درست می‌شه) زنگ زدم به سازگار، اول گفتن مشکلی نیست و سریع حل می‌شه اما وقتی بردمش برای تعمیر نه تنها هزینه‌ای برای بررسی (!,67.0,negative
2407,صدای کم اسپیکر و خروجی هدفون!,7.0,negative
2271,اما این مشکلش خیلی بده.,6.0,negative
1904,با دیگر لنزهای sony alpha، minolta و konica minolta با آداپتور قابلیت سازگاری دارد.,16.0,positive
3620,مدیریت بر دو سیم کارت در نسخه دو سیم کارته این گوشی نیز به خوبی صورت می‌پذیرد که امکانات بسیار خوبی را به کاربر می‌دهد.,26.0,positive
7729,من تازه خریدمش فوق العادست یعنی هیچ ایرادی نمیشه بهش گرفت جز..,14.0,positive
1965,دستگاه‌های چند کاره در بین این گروه از ماشین‌ها، بسیار پرطرفدارتر می‌باشد.,14.0,positive
5460,کافی است که آن را به سوی سوژه نشانه بروید و دکمه‌ی شاتر را بفشارید تا به صورت خودکار همه‌ی تنظیمات بر روی بهترین حالت قرار گیرد و با کیفیت‌ترین عکس گرفته شود.,33.0,positive
5073,آقا من یک هفته میشه خریدمش واقعا ازش راضیم.,10.0,positive
4786,لپ تاپ شیک و عالی هست اما از نظر گرافیکی پر قدرت نیست,13.0,negative
5254,تاچ پد نیز چندان بزرگ نیست، ولی حساس ساخته شده است.,11.0,positive
6720,سامسونگ همچنین برنامه‌های زیادی را به صورت پیش فرض بر روی تبلت خود قرار داده است، برنامه‌هایی مانند s note، s planner، شبکه‌های اجتماعی، شبکه‌های موزیک، آفیس، ویدیوپلیر، all share و..,39.0,positive
89,بدین ترتیب که برای عکاسی با آن‌ها کافیست که دوربین را به سوی سوژه نشانه بروید و دکمه‌ی شاتر را بفشارید تا مناسب‌ترین و با کیفیت‌ترین عکس گرفته شود.,29.0,positive
4896,دوربیندوربین اصلی این گوشی یک دوربین ۵ مگاپیکسلی است که به کمک فلاش led عکس‌های با کیفیت و با رزولوشن ۱۹۴۴×۲۵۹۲ را ثبت می‌نماید.,27.0,positive
2245,من تازه این دوربینو خریدم فقط میتونم بگم محشره,9.0,positive
172,من این گوشی رو دو هفته هست که دارم گوشی خیلی خوبی هست فقط چند تا عیب کوچیک داره ۱- کلید‌های لمسی پایین صفحه نیاز به فشار بیشتری دارند ۲-دوربینش توی نور روز خیلی عالی هست ولی وقتی نور کم باشه کیفیتش خیلی میاد پایین ۳-باتریش در استفاده معمول که شامل اینترنت و بازی میشه بیشتر از ۲۴ ساعت دوام نداره ولی در کل نسبت به قیمتش خیلی خوبه,69.0,positive
4073,تبلت gsp-x۷ با بهره‌گیری از سیستم عامل اندروید ورژن ics ۴٫۰.۴ محیط کاربری آسان با زبان فارسی را در اختیار کاربر قرار می‌دهد.,25.0,positive
245,با استفاده از wi-fi می‌توانید به راحتی عکس‌ها و فیلم‌هایی که گرفته‌اید را به لپ تاپ، گوشی، تبلت و یا حتی دوربین دیگری که این قابلیت را دارد به صورت بی‌سیم منتقل کنید.,36.0,positive
3868,در کل، سرعت عمل سیستم عامل با کمک سخت افزار قوی، خوب و حرکت در منوها روان صورت می‌پذیرد.,22.0,positive
6521,۲-: nfc انتظار میرفت آیفون ۵ این سنسور را که مدتی است بعنوان واسط جدید انتقال اطلاعات در ارتباطات نزدیک ایفای نقش نماید در لیست خود دهد.,29.0,negative
3194,کنتراست تصویر و رنگ‌ها خیلی خوب هستند ولی رزولوشن پایین ممکن است مقداری خوش آیند کاربر نباشد.,18.0,positive
4041,همه چیز رو با هم داره,6.0,positive
8663,رزولوشن تصاویر ۲۴۴۸×۳۲۶۴ پیکسل می‌باشد و تصاویر گرفته شده با دوربین این گوشی کیفیت فوق‌العاده بالایی دارند.,20.0,positive
4208,به نظر من این گوشی از همه لحاظ قدرتمنده ولی تنها مشکل گوشی‌های htc باتری بسیار کم قدرتشونه که حتی اجازه نمیده شارژ گوشی به ۱۵ ساعت برسه از طرفی مصرف بالایی داره.,34.0,negative
4685,با اینکه باطریش ۴سلولیه اما چون میلی آمپرش بالاست از یه ۶ سلولی معمولی بیشتر نباشه کمتر نیست.,19.0,positive
5002,ویژگی بسیار عالی دیگر این دوربین، لنز ۲۵-۱۲۵ میلی متر آن می‌باشد.,16.0,positive
9333,همه چیزش عالیه.,4.0,positive
3837,اصلا کند نیست.,4.0,positive
9240,من خیلی ازش خوشم اومده فقط میخواستم قیمتشو بدونم و این که اصلا ایران اومده یاکی میاد؟,18.0,positive
1428,وب کم این نوت‌بوک‌ها رزولوشن vga را ارایه می‌دهد که رزولوشن چندان بالایی نیست ولی به هر صورت برای مکالمه‌های ویدیویی مناسب است.,24.0,positive
5952,۲-دوربین ۸ مگاپیکسلی.,4.0,positive
6551,گرفتنش تو دست با توجه به کوچکتر بودن صفحه نمایش اون نسبت بقیه گوشیهای هم رده راحت تره مثلا گرفتن s۳ یکم سخته.,24.0,positive
564,از دیگر تفاوت‌های این دوربین با مدل پیشین می‌توان به توانایی پشتیبانی p۷۷۰۰ از فیلترهای پیچی ۴۰٫۵ میلی متری، توانایی عکاسی ۱۰۸۰p full hd نسبت به ۷۲۰p hd، توانایی کنترل فلاش‌های وایرلس اکسترنال و سازگاری با یونیت‌های جی پی اس gp-۱ اشاره کرد.,50.0,positive
3463,این دوربین واقعا عکس‌های با کیفیتی میگیره.,8.0,positive
3808,من این هارد رو گرفتم و خیلی راضیم اندازش از کف دست کوچیک تره که این خودش کلی ارزش داره عاشق دی جی کالا هستم,25.0,positive
8035,این دوربین مناسب افراد مبتدی و حرفه‌ای است ولی لنز کیت ۱۸-۵۵ لنز حرفه‌ای محسوب نمی‌شود و باید لنز حرفه ای‌تری انتخاب کنید.,26.0,negative
2478,• نرم افزار نسل پنجم ipod touch از آخرین و جدیدترین نسخه سیستم عامل ios یعنی ios ۶ استفاده می‌کند.,21.0,positive
2921,یا شاید هم در مقابل دارندگان ps۳ شرمنده شویم!,10.0,negative
9220,بالاخره گوشی مورد پسندم رو پیدا کردم.,8.0,positive
2776,من که ۱۰۰٪ از این کوچولوی شگفت انگیز راضی هستم.,12.0,positive
6520,در مقایسه با ایفون ۴s که ۸۰۰ مگاهرتزی است این پردازنده دارای قدرت پردازش دو برابر بیشتر است.,19.0,positive
184,دوربین اون ۱۲ که فکر می‌کنید نیست ولی برای یه اسمارت فون بیشتر از نیازه و نمره‌اش ۷ از ۱۰ هست.,22.0,positive
1840,ولی در کل نسبت به قیمتش یک تبلت فوق العاده‌ای هست، که تو ۲۰۱۲ از سامسونگ معرفی شده.,20.0,positive
2627,رم هم نمیگم عالیه اما کافی هستش و در ضمن بعضی گوشی‌های دوهسته هم رمشون اینقدره.,17.0,positive
7921,همیشه اتصال به اینترنت با تلویزیون برای من مهم بود به همین خاطر این تلویزیون رو انتخاب کردم.,19.0,positive
2538,sony s دارای صفحه نمایش فوق العاده ۹٫۴ اینچی با تکنولوژی true black و موتور bravia است که رنگ‌های بی نظیری را تولید میکند.,25.0,positive
9293,به‌روزترین مجموعه به همراه نرم‌افزارهای جدید در هر نسخه: گردو را می‌توان بی‌اغراق به‌روزترین مجموعه نرم‌افزار نامید.,19.0,positive
3939,اما اگر پس زمینه دارای جزئیات فراوانی بود و مثلا دوربین حرکت نیز داشت، مثل منظره‌ای از درختان و علف‌های بلند، به نظر می‌رسد که سنسور تصویر ۲٫۰۷ مگاپیکسلی نمی‌تواند تفکیک خیلی خوبی داشته باشد.,38.0,negative
7798,سلام بر دوستان و تشکراز دیجی کالا من این تبلت راهفته اول ورودش خریدم مرورگرش خوب است از نظرمن طراحی خوبی دارد و امکانات کار با آن زیاد هست و زمانی که ازقلمش استفاده نمایید دیگه تمایلی به خرید آیپد و امثالش نداری واقعا کاربا آن لذت بخش هست.,50.0,positive
3380,گلکسی اس ۲ از نظر شیک بودن حرف نداره ولی cpu اون مقداری ضعیفه و با توجه به آمدن cpu‌های ۲ هسته‌ای ۱٫۷ و ۴ هسته‌ای حرفی چندانی نمیتواند بزند از نظر دوربین هم بد نیست یکم نویز داره ولی نسبت به گوشی‌های هم قیمت میشه گفت میتونه جا باز کنه ولی از نظر اپدیت: چون میدونید این گوشی اندروید ۲٫۳ داره و خیلی‌ها مایل به اپدیتش هستن در این مورد باید بگم که وقتی اپدیت میکنید گوشی مقداری در انجام برنامه‌ها هنگ داره و همینطور وقتی کار‌های گرافیکی با گوشی انجام میدهید پرش صفحه کاملا محسوسه ولی در کل بگم اگه میخواید این گوشی رو بخرید بهتره یه سری هم به xperia sl و xperia acro s بزنید و خودتون مقایسه کنید.,125.0,negative
4056,با سلام، به نظر من که به لحاظ قیمت برای کاربر خانگی بسیار مناسبه.,16.0,positive
4084,در ضمن از نظر ابعاد، x-pro۱ کاملا از x۱۰۰ بزرگتر و سنگین‌تر است و ظاهری کاملا جدی و حرفه ای‌تر دارد.,24.0,positive
9235,تنها مشکلی که داره اینه که وقتی خاموش و روشن میکنی تاریخش عوض میشه و اون موقع اس ام اس‌ها هم جابجا میشن.,24.0,negative
3452,کمینه‌ی نسبت کانونی این لنز f/۳٫۳-۵٫۹ است که برای عکاسی در شرایط ضعیف نوری نسبتا خوب است.,18.0,positive
4803,این پردازنده نسبت به نسل اولشان بسیار قدرتمندتر بوده و مصرف انرژی کمتری نیز دارند.,16.0,positive
2673,صفحه نمایشش فوق‌العادست.,4.0,positive
7127,صفحه‌نمایش این گوشی اصلا راحت نیست وموجب دلسردی ودلزدگی میشود,10.0,negative
56,عکاسی پیاپی با سرعت ۱۱ فریم بر ثانیه هم می‌تواند انجام گیرد ولی رزولوشن به ۸ مگاپیکسل کاهش می‌یابد.,20.0,negative
4072,تبلت gs-pad مدل gsp-x۷ با صفحه نمایش ۷ اینچ و رزولوشن ۴۸۰ × ۸۰۰ پیکسل، دارای تصویری شفاف و واقعی می‌باشد.,23.0,positive
2038,متاسفانه پورت دوست داشتنی usb ۳٫۰ در این لپ‌تاپ وجود ندارد.,12.0,negative
7290,این نسخه از اندروید به لطف وجود پروژه کره، پیشرفت چشم گیری نسبت به نسخه‌های پیشین داشته است، بطوریکه اجرای برنامه‌ها و منو‌ها با سرعت بیشتری و بسیار روان‌تر انجام میپذیرد.,33.0,positive
3187,گوشه‌های miro نسبتا تیز ساخته شده‌اند و سعی شده که طراحی آن خیلی مستطیلی شکل باشد.,17.0,negative
6659,در نهایت، طبق نتایج به دست آمده، صحت ادعای کمپانی اپل اثبات گردید و مشخص شد که آیفون ۵ از نظر سخت افزاری در کل تا دو برابر قوی‌تر از آیفون ۴s عمل می‌نماید و بدین ترتیب مجددا گوشی تولیدی کمپانی اپل در صدر قدرتمندترین گوشی‌های بازار از نظر عملکرد سخت افزار می‌ایستد.,56.0,positive
4454,توانایی زوم ۵ برابر هم برای آن خیلی مناسب است ولی از همه بهتر کمینه‌ی نسبت کانونی f/۲٫۸ آن است که باعث می‌شود عملکرد این دوربین در شرایط نوری ضعیف خیلی بهبود یابد.,34.0,positive
6692,همه این کارها در galaxy note ۸ به لطف قلم تعبیه شده بسیار راحت‌تر و لذت بخش‌تر از گذشته مقدور می‌باشند.,22.0,positive
