,comment,label_id,comment_len_by_words
9804,بر خلاف نظر دوستان از نظر من باطریش هم قابل قبوله,1,11.0
3991,یک موضوع را هم باید در نظر داشت که با این اندازه از سنسور کیفیت مگاپیکسل توجیه داشت#دار,-1,18.0
11082,خوب کافی #است که به Siri این طور توضیح داد#ده به همسر گفت#گو که بچه را فراموش کرد#کن,0,18.0
2596,سری جدید دوربین فوج جذابیت غیر قابل انکار به ارمغان آورده که به سادگی نمیشه از کنار اون گذشت#گذر در واقع دوربین Fujifilm Finepix رو هم میتوان در خانواده سوپر زوم قرار داد هم واید‌ها حسگر این دوربین با اندازه ۱/۲ ٫۳ اینچ ۴٫ ۶٫ میلی‌متر کیفیت قابل قبولی اونم تو این رنج قیمت میده کیفیت رنگ کیفیت عکس در حالت زوم کیفیت صفحه نمایش قدرت فلاش این دوربین هم در خانواده slr like‌ها واقعا حرف برای گفتن داره اگر دنبال خرید یه دوربین با کاربرد راحت #هست تمایل داشت#دار هزینه بالا دوربین slr لنز‌های گران آن همچنین وزن سنگین محدودیت یک slr رو تجربه کرد#کن Fujifilm Finepix واقعا گزینه مناسب محسوب میشه البته اگر تو همین سبک دوربین یعنی slr like‌ها دنبال یه دوربین بهتر میگردید بهتره سراغ سری شرکت کانن برد#بر که البته حسگر جدید cmos البته بزرگ رو به همراه داره,1,144.0
3173,از مرور صفحات وب براتون بگم که یه دنیاییه واسه خودش یک مکان خوبی رو برای کاربر تو فضا مجاز ایجاد میکنه یه جوراییه که انگار داشت#دار با کامپیوتر تو اینترنت چرخ میزنی,1,33.0
7460,باتری این گوش یک باتری میلی متری آمپر ساعتیست که از باتری مدل‌های بسیار ضعیف #است با این حال بیش از ساعت مکالمه ممتد را پشتیبان نمود#نما,-1,27.0
5789,میخواستم بگم که در تمام سایت‌ها نوشت#نویس که نسخه ۴٫ اندروید فارس اس منتشر شد#شو ولی من آپدیت کرد#کن نسخه آخرین ورژن اومد کاملا فارس هستش بسیار هم عالیه,2,29.0
5920,کاور بالا را که باز کرد#کن به کارتریج دسترس پیدا کرد#کن,0,11.0
3225,لازم به ذکر #است که بعضی از مدل‌های جدید لپ‌تاپ سری به پور USB ۳٫۰ نیز مجهز شد#شو,0,18.0
6587,هرچند که این دوربین هم مجهز به مود فیلم بردار iA یا اتوماتیک هوشمند بود#باش ولی هر موقع که خواست#خواه توانست#توان این مود را خاموش کرد#کن بوسیله‌ی لمس بر روی نمایشگر فوکوس نوردهی را انجام داد#ده,1,36.0
1489,FDR- یک از قدرتمند گیرنده فراسو به حساب آمد#آ که با تقویت کننده داخل آنتن رومیزی امکان دریافت کانال را با بهترین کیفیت ممکن به شما داد#ده,2,27.0
1590,خیلی تبلت خوبیه پردازندش از مدل قبل یکم بهتره اما باخت#باز قیمت نسبت به نو ٫۱ یکم بالاست,1,18.0
11442,ارزش خرید را داشت#دار زیرا به آندروید update شد#شو,1,9.0
4703,قیمت این دوربین کم بالاست ولی تعجب داشت#دار چون XR از مدل‌های عالی برای کاربر حرفه‌ای #است,2,17.0
7963,بدین ترتیب قابلیت عکاس در شب بهتر از #است,1,9.0
1930,راست من هیچکدوم از محصولات اپل یا اندروید رو داشت#دار,0,10.0
10656,اپل هم کم کم داره به سرنوشت نوکیا دچار میشه,0,10.0
10741,چه از لحاظ تراکم پیکسل چه از لحاظ وضوح رنگ روشنایی چه از لحاظ کنتراست,0,15.0
3032,کافیه بدونید که ارزون‌ترین تبلت وکوم سینتیک در بازار بیش از دو میلیون تومن قیمت داره ضمن اینکه حجم زیاد داره حتما هم باید یک سیستم درست حساب رو با خودتون همراه داشت#دار,0,33.0
2838,اما LG برای این گوش چیپ NFC در نظر گرفت#گیر بجا آن قابلیت جابجایی مالت مدیا با DLNA را قرار داد#ده,0,21.0
2279,وقت Gig ظرفیت موجوده آیا این نیاز احساس میشه,0,9.0
7602,در شرایط نوری ضعیف فوکوس خودکار تا حد دچار کندی شد#شو,-1,11.0
10688,با توجه به نوع سیم کارت این گوش فکر کرد#کن به درد ما بخوره چون بعید #هست که اپراتورهای ما اقدام در این باره انجام بدن,-1,26.0
447,در ضمن برنامه نقشه مکان یافت#یاب نوکیا یعنی Here نیز همراه با Nokia Drive بر روی این گوش قرار داد#ده,0,20.0
13853,کنترل چهار جهته دیگر همان نیست که بر روی Rebel‌ها دید#بین,0,11.0
11056,درست همان پردازنده دو هسته‌ای که پیش از این بر روی iPad استفاده شد#شو,0,14.0
5712,سلام بچه آندروید ۴٫ جیلی بین نسخه نهایی برای این گوش اومده که می‌تونید دانلود کرد#کن در نسخه جیلی بین همه این مشکلات برطرف شده یعنی عالی شده,2,28.0
6210,اصلا طرح هاشون متنوع نیست,-1,5.0
1835,گوش خوبی هستش ولی نکته داره,1,6.0
6312,من هم این هارد رو از دیجی کالا خرید#خر از این خرید واقعا راضی #هست,2,15.0
3899,به نظر من نداشتن کفشک فلاش نقص برای کاربر معمولی کاربر نیمه حرفه‌ای نیست,1,14.0
11644,فقط فقط قاب گوش کیفیت ساخت کمه از کنار دوربین همیشه یه ترک جزئی بر میداره,-1,16.0
11061,MHz هم پشتیبان کرد#کن,0,4.0
9577,گوش خیلی شیکو باریکه کیفیت صفحه هم خیلی خوبه,2,9.0
12488,کلید پاور کلید تنظیم صدا شکاف کارت حافظه microSD خروج ۳٫۵ میلی‌متری هدفون درگاه سیم کارت البته فرستنده مادون قرمز همه همه در قسمت بالا تعبیه شد#شو,0,27.0
132,تازه این که GPS نداره,-1,5.0
1767,واقعا از هر نظر عالیه,2,5.0
6136,مخصوصا که در مدل دو سیم کارته تا به این تاریخ این گوش بی رقیب #است,1,16.0
7201,همین امروز خیلی ناجور از دستم افتاد#افت ولی مثل روز اول کار می‌کنه,1,13.0
8167,سنسور تصویر این دوربین از نوع ۱/۲ اینچ Backlit Illuminated CMOS #است لنز آن نیز با توانایی زوم برابر کمینه نسبت کانون f/۱٫۸ را ارائه داد#ده,0,26.0
4953,NTSC-J این منطقه فقط به کشور ژاپن کره مربوط بود#باش,0,10.0
1735,خود من که در کار بازرگان #هست کلی برنامه مدیریت روزنامه مقاله اپلیکیشن‌های کاربرد دانلود کرد#کن,0,16.0
12175,بدین معنی که حداقل برای ما سه بعد این دستگاه غیر قابل استفاده #است,-2,14.0
9830,ضمنا حتما موقع خرید یه باطری اضافه هم تهیه کرد#کن چون عمر باطریش واقعا ناامید کننده ست ولی در کل دوربین خوبیه از نظر کیفیت عکاس سوپر زوم بی رقیبه,0,30.0
6381,هارد واقعا عالیه از کف دست کوچیکتر با کارا سرعت بالا,2,11.0
4007,اینکه خیلی میگن تفاوت زیاد با hx نداره اشتباهه چیز مثل زوم دیجیتال بسیار بالا تکنولوژی تشخیص رنگ ساپورت Eye-Fi طبیعی شدن رنگ,2,23.0
12950,به همه دوستان پیشنهاد میکنم وقت اومد بگیرنش چون از s۳ htc one,1,13.0
9993,با استفاده از NFC وقت این دوربین را به دستگاه سازگار مثل گوش یا تبلت‌های مجهز به این فن آورد#آور زد#زن عمل Tapping توانست#توان انتقال فایل‌های تصویر را با سرعت زیاد به صورت بیسیم با آن به انجام رساند#رسان,1,39.0
7386,گرما زیاد احتمال سوختن صفحه نمایش,-1,6.0
1102,من همین امروز که به عنوان پیشنهاد ویژه تو سایت گذاشته بودن سفارش داد#ده,0,14.0
13214,من ماهه این گوش رو گرفت#گیر اول مشکل بک منو رو داشت برد#بر گارانتی فلش کرد#کن دیگه اصلا مشکل نداره,1,20.0
1036,احتمالا این مود عکاس #است که بیشتر علاقه داشت#دار دوربین را بر روی آن گذاشت#گذار عکاس کرد#کن,1,17.0
2726,از جمله آن می‌توان Google Chrome ES File Explorer Gmail Google Plus ID Gard Maps Movie Studio آنتی ویروس Norton Security Sound Recorder TegraZone ThinkFree Office Youtube را نام برد که به همراه آن ویجت‌های کاربرد زیاد نیز برای استفاده کاربر وجود داشت#دار,1,43.0
12182,من در منزل بیشتر دستگاه الکترونیک رو از آخرین نمونه سامسونگ انتخاب کرد#کن بیشترشون رو میتونم با سیستم All Share Control در گوش گالاکسی اس خودم کنترل کرد#کن,0,28.0
10783,در تست‌های انجام گرفته عملکرد سخت افزار این گوش تقریبا مشابه LG Optimus L۳ بود#باش,0,15.0
9636,۵-واز همه جالب دو سیم کارته بودن گوش #هست که هیچ گوش دیگر با این قیمت مشخصات نمیتونه با رقابت کنه,1,21.0
12211,با توجه به اختلاف قیمت با آیفون ارزش خرید رو داشت#دار,1,11.0
8704,پس به جای اینکه برای با این دستگاه مانور بدین بهتره یک xperia play یا هر xperia دیگه‌ای بخرین,0,19.0
4804,من خیلی از ایکس باکس خو میاد ولی به نظر ps۳ خریدن ریسک کمتر داره هم از نظره داغ شدن هم مشکل مثل سه چراغ شدن ایکس باکس رو نداره,0,30.0
10695,از هر لحاظ بهترینه سخت افزار قدرتمند حتما حس خوبی به آدم میده ولی این که خیلی از قابلیت هاش در ایران کار نمیکنه خیلی داد#ده,-2,26.0
11293,این در مورد Transparency Scanner هم صادق #است چرا که نور پس زمینه در درب هم از همین فن آورد#آور بهره برد#بر,0,22.0
8286,عملکرد ماکرو نیز بسیار خوب #است این دوربین در مود ماکرو توانایی فوکوس بر روی سوژه به نزدیک سانتی متر عکاس از آن را داشت#دار,2,25.0
14167,خیلی گوش خوش دست سبک واقعا با راح,2,8.0
11852,در مجموع می‌توان گفت#گو که به عنوان یک نوت‌بوک در این بازه قیمت کیفیت ساخت رضایت بخشی داشت#دار,1,18.0
2727,همچنین فناوری بلوتوث نیز برای تبادل اطلاعات با دستگاه دیگر بر روی این تبلت وجود داشت#دار,0,16.0
4405,راست من یه اش رو داشت#دار از راضی اما به قول دوستمون مصرف بالاست یه کم صد البته گرما روی سطح تلویزیون پشت هم زیاده بطوریکه در ایام تابستان اگه کولر نباشه زمستان که بخاری روشنه این گرما زیاد احساس میشه ولی کیفیت تصویر به نظر من خیلی خوبه,1,49.0
2799,تا ایزو نویز در عکس مشکل ساز نیست,1,8.0
10311,فقط فوجیتسو قالب آن‌را منطبق بر طراح بدنه تغییر داد#ده که انصافا تغییر بسیار زیبا مفید بود#باش,2,17.0
9604,این گوش رو به چند دلیل سفارش داد#ده ۱- دوسیم کارت بودن ۲- صفحه ۴٫۳ اینچ با تراکم پیکسل ۳- دوربین۸ مگا با دوربین مکالمه ویدیو ۴- باتری میلی آمپر ساعت ۵- پردازنده دوهسته‌ای ۶- ضخامت کم ۷- قیمت ارزان ۸- زمان عرضه کالا هستش اندروید ----------- امیدوار که انتظاراتم رو برآورده کنه -- ممنون از دی جی کالا,2,59.0
3071,نرم افزار game center اگه یک بار از این نرم افزار استفاده کرد#کن عاشق شد#شو,0,15.0
11694,SL SL نیز از این قواعد مستثنی #هست,0,8.0
6590,XR به دلیل هارد دیسک داخل که داشت#دار بزرگ سنگین از CX CX #است,0,14.0
10521,این تفاوت رو در رنگ آیکون هم به راحت میشه حس کرد#کن,0,12.0
9113,به همراه Hero۳ یک ریموت کنترل هم آمده که با Wi-Fi کار کرد#کن,0,13.0
8662,ولی در کل ابعاد میلی متری وزن گرم آن باعث شد#شو که از کار کردن با آن لذت ببرید احساس امنیت خوبی را بابت لیز خوردن آن از دست به شما داد#ده,1,32.0
7920,همچنین وجود یک گیگابایت حافظه رم در کنار ین پردازنده باعث عملکرد روان گوش شد#شو,1,15.0
10021,سلام گوش خوبیه ولی یه مشکل که داره مصرف باطریش یکم بالاست ولی به قیمت می‌ارزه من که از راضیم با این که مصرف باطریش بالاست,1,26.0
3649,سرعت شاتر این دوربین نیز نسبتا خوب #است,1,8.0
1557,نکته بسیار مفید این برنامه قابلیت به روز رساند#رسان آن با تقویم فیسبوکتان #است که خیلی از موارد که خود هم یاد بود#باش را به شما یاد آورد#آور کرد#کن,1,29.0
9346,امکانات فوق العاده ست,2,4.0
308,چهار دکمه لمس پایین یون واکنش خوبی ندارن,-1,8.0
8369,باید از کسا که تجربه کار با محصولات اپل کمپانی‌های دیگه رو دارن پرسید#پرس,0,14.0
10215,طبق استاندارد CIPA شارژدهی آن تا عکس برای این دوربین بود#باش که چندان تغییر نسبت به داشت#دار,0,17.0
10552,ولی appleخوب تونسته بوده از سال جای پاشو تثبیت کنه طوری که هنوز اینقدر طرفدار داشته باشه,1,17.0
11405,دلیل هم اینه اندروید۴ به طور پیش فرض برای رم ۱گیگ طراح شده,1,13.0
303,سلام فقط ایرادای این گوش رو میگ چرا که مزایا رو همه جا نوشتن,0,14.0
361,به هر حال می‌توان گفت#گو که لنوو در این کار موفق بود#باش نوت‌بوکی بسیار قابل خرید#خر مناسب محسوب شد#شو قابلیت بسیار بالا آن مانند کیفیت ساخت بالا سیستم خنک کنندگی بی صدا پورت‌های USB ۳٫۰,2,35.0
13287,گوشی‌های سامسونگ با سیستم عامل اندروید با سخت افزار شبیه این گوش تقریبا دو برابر این گوش قیمت دارن,-1,19.0
5982,دقیقا همین قیمت واقعا ناراحت شد#شو که دیجی کالا حتی اسم آورد#آور,-2,12.0
13655,بنابراین وجود این نسخه برای این گوش در این سطح یک مزیت برتر محسوب گشت#گرد,1,15.0
10778,دید در زوایا مختلف خوب در زیر تابش مستقیم نور آفتاب نیز عملکرد بسیار مناسب ارزیاب گشت#گرد,2,17.0
8496,به طور کلی صفحه نمایش Fonepad دقیقا همان صفحه نمایشیست که ASUS بر روی تبلت محبوب Google Nexus نیز قرار داد#ده کیفیت بسیار خوبی داشت#دار,2,25.0
6592,در قسمت بالا دوربین دکمه Mode Photo قرار داشت#دار که به نظر رسید#رس خیلی نزدیک به یکدیگر قرار گرفت#گیر,0,19.0
6556,البته نسبت به دوربین هم ردیف خودش در برندهای مختلف وزن تقریبا یکسانه,0,13.0
6927,در ضمن در مورد باطری این رو هم بگم که مسلما باطری ضعیفه چون این توان انرژی رساند#رسان به صفحه نمایش با این همه تعداد پیکسل رو که خودش هم از جنس ال سی دی پر مصرف #هست رو تا بیشتر از یا ساعت نداشته باشه,-1,46.0
13098,از لحاظ نرم افزار در این قیمت بدون رقیب #هست بنده این نظر را با همین تبلت درج کرد#کن ولی نباید انکار کرد#کن که این تبلت عیب بزرگ داشت#دار آنهم پشتیبان نکردن از حافظه جانبی #هست ولی از لحاظ سرعت قدرت نرم افزار از تبلت‌های گران قیمت مانند ۷plus بسیار بالا #است صفحه نمایش آن هم با اینکه سوپر امولد نیست کیفیت بالا نور داد#ده بسیار مناسب داشت#دار رنگ بسیار زنده‌اند در آخر بدنه پشت آن مورد رسید#رس قرار گرفت#گیر که موقع کار کردن حس بسیار خوبی را منتقل کرد#کن از عرق دست هم جلو گرفت#گیر کرد#کن,1,97.0
2922,به مشکل آقا یزدانی فرجام برخورد یعنی یک خط نازک مشک وسط نمایشگر افتاده زنگ زد#زن هماهنگ گفت#گو فرستاد#فرست کالاتون بیمه #است عوض میکنیم ولی این پروسه یکماه طول میکشه,-1,30.0
1727,در مورد صفحه نمایش کوچیکش هم باید بگم که قراره گوش داشت#دار نه فبلت,0,14.0
8831,خوب همانطور که گفت#گو کانن ترجیح داده که به ابعاد وزن دوربین موفق خود کاشت#کار داشت#دار تغییر در آن ایجاد کرد#کن,0,21.0
9152,باتریباتری آشا یک باتری لیتیوم یونی میلی آمپر ساعت #است که در استفاده مداوم بیشتر از ۱٫۵ روز به راحت شارژ داد#ده کرد#کن,0,23.0
10161,بیشترین تغییرات را می‌توان در نما از بالا مشاهده کرد#کن به طوری که اکنون در قسمت جلو کفشک فلاش اکسترنال شاهد میکروفون‌های استریو #هست مود ویدیو هم به عنوان جایگاه سوم سویچ پاور در نظر گرفت#گیر,0,36.0
8697,با سلام من فکر میکنم vita بازی هاش درسته که پر‌حجم‌تر از بازی psp‌های دیگه باشه ولی قابل‌دانلود #هست,1,19.0
8762,همانطور که گفت#گو JX مجهز به سنسور تصویر ٫۱ مگاپیکسلی بود#باش,0,11.0
7909,گوشه منحنی دار کلید خازن مخصوص اندروید دوربین دوم در قسمت جلو به همراه دوربین اصل فلاش لوگوی کارخانه در قسمت پشت گوش باعث گردیده که طراح این گوش برای کاربر بسیار آشنا به نظر رسید#رس,0,36.0
3125,میتونم بگم با این آپدیت جدید از نکسوس هم بهتر شده,1,11.0
13519,در کل نظر من در مورد خوبه نسبتا عالیه,1,9.0
2646,به روز رساند#رسان کیفیت عکس گرفته شده توسط X-Pro۱ در حد فوق العاده باور نکردن #است,2,16.0
14368,بعلاوه اینکه اکنون قطر این نمایشگر بیشتر شده به ۳٫۲ اینچ افزایش یافت#یاب,0,13.0
5611,همچنین به نظر ما از نظر مقاومت در برابر خراش آسیب احتمال مقاوم از کاور پشت Galaxy اصل #است,1,19.0
774,نرم افزار یک از نقاط قوت این گوش دو سیم کارته بهره گرفت#گیر آن از نسخه یا Ice Cream Sandwich سیستم عامل اندروید #است,1,24.0
4630,این گوش از هر جهت از Optimus Black بهتره,1,9.0
3573,بنابراین اگر جزو کسانی #هست که لپ‌تاپ خود را زیاد جابجا کرد#کن پیشنهاد کرد#کن که کابل برق آن را همیشه همراه خود داشت#دار,0,23.0
6948,این گوش غولیه واسه خودش عالیه کانفیگ بالا طراح زیبا,2,10.0
6991,قطعا از لحاظ باتری ضعف داشت#دار,1,6.0
6923,گوش فوق العاده‌ای #هست واقعا بی رقیبه دوستان هم که در مورد باطری صحبت میکنن بهتره قبل نتایج مصرف باطری این گوش رو ببینن مهم فقط این نیست که مقدار امپر بالا باشه,2,33.0
945,به محض قرار دادن این دو در کنار یکدیگر نخستین چیز که متوجه آن شد#شو فقدان پنجره چشم اپتیکال در مدل جدید #است,-1,23.0
13599,تصاویر آن نیز کیفیت خوبی داشت#دار,1,6.0
6077,بالاخره تونس جا را در تهران پیدا کرد#کن از آن مشاوره گرفت#گیر که مشکل از کجاست,0,16.0
8562,این دوربین با ابعاد کاملا مستطیل شکل ساخته شده همانند دیگر دوربین سری Ixus بسیار استایلیش زیبا بود#باش,2,18.0
1860,من که یه ۴s داشت#دار فروختمش اینو گرفتمو واقعا پشیمونم,-1,10.0
2165,با اینکه One Plus از صفحه نمایش غول آسای ۴٫۷ اینچ استفاده برد#بر تنها گرم وزن داشت#دار,1,17.0
13852,بیشترین تغییر در کنترل این جا مشاهده شد#شو,0,8.0
3800,ممکن #است کیت تکامل هوشمند Smart Evolution در زمان عرضه متفاوت بود#باش,0,12.0
14272,هرچند انتظار ما این بود#باش که شرکت به فکر آینده نیز بود#باش از حافظه RAM ۱GHz استفاده کند ولی ظاهرا آن را برای مدل بعد کنار گذاشت#گذار,0,27.0
848,اگر نیاز به دو سیمکارت داشت#دار یک گوش جمع جور با سخت افزار قدرتمند شیک باریک با کیفیت نمایش دوربین خوب به همراه شارژدهی بالا خواستارید HTC Desire شما را از انتخاب ناامید کرد#کن,0,34.0
8917,یک از نقاط قوت این تبلت وجود قابلیت بی سیم Infrared #است که همراه با برنامه مربوط به آن میتوانید از تبلت خود به عنوان یک کنترل از راه دور همه کاره استفاده کرد#کن,1,34.0
42,هر از چند گاه مثلن وقت که برق قطع میشود کاغذ که وسط دستگاه گیر کرده برای در آوردن ریسک باید کرد#کن کشید#کش در بیاد یا نه مونده به شانس شما از روش مختلف امتحان کرد#کن خودش نمیتونه در بیاره,-1,40.0
12567,از لحاظ پردازش محاسبات گرافیکی نیز همانند اکثر نوت‌بوک‌های مالت مدیا در دو مدل با پردازشگر گرافیکی آنبورد Intel HD با کارت گرافیک مجزا وجود داشت#دار,0,26.0
12637,پیچ تنظیم این دوربین نیز دارا مودهای اتوماتیک بود#باش,0,9.0
6906,مقاومت امکانات که سون اضافه کرده,0,6.0
272,کیفیت صفحه نمایش کیفیت دوربین در حد عالی میباشد,2,9.0
9689,با وجود یک برنامه مالت مدیا پلیر کارآمد می‌توان از LG Optimus L۷ II به عنوان یک مدیا پلیر خوب با کیفیت نیز استفاده نمود,1,25.0
4101,من امروز این گوش بدستم رسید,0,6.0
5267,از نظر کیفیت تصویر صدا سخت افزار سرعت پردازش اطلاعات عملکرد بسیار عالی داشت#دار,2,14.0
9879,از این طریق برای مثال توانست#توان مودهایی چون Colour Swap یا Colour Accentرا انتخاب کرد#کن تا جلوه رنگ خاص را به تصاویر داد#ده بعضی از آن توانست#توان عجیب غریب بود#باش به طوری که ممکن #است توانست#توان فیلم گرفته شده را مانند فیلم ویدیو اوایل دهه در آورد#آور که کیفیت خاص داشت#دار,1,51.0
7505,سرعت چاپ یک از مهم ویژگی در این دستگاه #است,1,10.0
9220,نمیدونم چرا اچ تی سی به باتری توجه کافی نداره,-1,10.0
4971,تعداد از بازی XBOX بسته به نظر خود سازنده Region-Free #هست یعنی بازی بر روی تمام یا بعضی از ریجن‌ها اجرا شد#شو,0,22.0
14454,سلام قبل از هر چیز به مدیر این سایت خسته بود#باش میگ بابت سایت خوبشون من کلیه نقد رو نسبت به این گوش هم رده خودش خوندم ببینید اگه قراره نقاط ضعف قوت بزارین باید برای همه گوشی‌ها بزارین این گوش هیچ فرق با نئو نداره,0,46.0
2592,دوربین خوبی #است قیمت آن مناسب بود#باش,1,7.0
1424,در حالت واید میلی متر به راحت توانست#توان میدان دید#بین کاملا گسترده داشت#دار عکس یک چشم انداز طبیعی بزرگ را ثبت کرد#کن,1,22.0
13720,از دیجی کالا هم تشکر کرد#کن که مشتری مداری را محور فعالیت خودش قرار داده یقین داشت#دار هروز بهتر از دیروز بود#باش,1,22.0
4471,آقا علی بهمن میشه دلیل نظرتون رو بگین,0,8.0
4417,در بالا گوش نیز کلید پاور جک هدفون ۳٫۳ میلی‌متری قرار داشت#دار,0,12.0
14014,کیفیت عکس تو هر شرایط گرفت#گیر عالی بدون خطا رنگ کار کرد#کن عکاس سه بعد پانوراما که بسیار عالیه,2,19.0
14462,من الان خیی وقته این گوش رو داشت#دار پیام نوشتن گفت#گو گفت#گو آب خوردن-کیفیت صدا عالی-از لحاظ سخت افزار هم که اصلا کم نمیاره-فقط در یک کم لقس داره ولی نسبت به کوشی‌های مشابه که من با کار کرد#کن لق اون در حد صفره-آپدیت به آندوید هم ساده وهم زود انجام میشه حالا هر کی سرعت اینترنت زیاده تو خونه آپدیت کنه یا مثل من تومن داد#ده براش آپدیت می‌کنن من که به همه پیشنهاد میکنم برن این گوش رو بگیرن,1,81.0
3843,سنسور تصویر از همان سنسورهای ۱/۲ ٫۳ اینچ کوچک #است که بر روی دوربین این رده استفاده شد#شو,0,18.0
6595,بنابراین این دوربین بیشتر برای این ساخته شده که در مود اتوماتیک مورد استفاده قرار گرفت#گیر,0,16.0
1050,نورسنج هم خیلی خوب صورت گرفت#گیر,2,6.0
3963,خوب بابا جان یه بار گرفت#گیر دستتون با عکس گرفت#گیر مقایسه کرد#کن,0,12.0
4665,در عمل هم گوش به خوبی از مزایا این فناوری جدید بهره گرفت#گیر,1,13.0
12060,باتریش در حد متوسطه با توجه به گوش نمیشه گفت#گو سون از یک باتری قدرتمند استفاده کرده,-1,17.0
13809,البته شارژدهی نسبتا خوبی بود#باش,1,5.0
2775,اما در هنگام زوم کامل با f/۶٫۳ چندان لنز سریع بود#باش,-1,11.0
4264,اپل بر روی نسل پنجم iPod Touch یک دوربین مگاپیکسلی قرار داده که دقت تصاویر آن هفت برابر دوربین iPod Touch نسل چهارم #است,0,24.0
14542,دوربین این گوش مجهز به سنسور خیلی خوب مگاپیکسلی #است که کیفیت عکس بالا را ارایه کرد#کن,2,17.0
5244,واقعا‎ ‎عالیه سیستم‎ ‎عالی,2,4.0
14233,همچنین این گوش تنها گرم وزن داشت#دار,0,7.0
8626,تاچ پد نیز چندان بزرگ نیست ولی حساس ساخت#ساز,1,9.0
12049,اکسپریا تا تا انگشت هم ساپورت میکنه خودم تست کرد#کن گرچه اصلا به کار نمیاد تا انگشت,1,17.0
2624,ولی تغییرات اصل را توانست#توان در درون دوربین شاهد بود#باش,0,10.0
11289,ممکن #است که از نظر ظاهر خیلی پیشرفته بود#باش ولی درون آن فن آورد#آور خیلی ساده قرار گرفت#گیر,-1,18.0
12426,cpu ram فوق العاده‌ای داره,2,5.0
5230,سلام دوستان این مدل مشکل کار کرد#کن همزمان ۳G رو Wifi داره سیم کارت که تو دستگاه باشه Wifi از کار می‌افته,-1,22.0
8835,حتی لنز این دو نیز با توانایی زوم برابر مشابه بود#باش,0,11.0
11272,در تست استاندارد مرورگر اینترنت از طریق Wi-Fi مدل‌های مختلف با توجه به سایز صفحه نمایش نوع پردازنده پردازشگر گرافیکی توانست#توان بین تا ساعت شارژدهی کرد#کن که در مقایسه با آلترابوک‌ها سایر لپ تاپ‌های باریک میزان نسبتا ضعیف محسوب گشت#گرد,-1,40.0
6874,به نظر من اندروید واسه این گوش بهتره چون ios محدودیت هایی داره که اندروید نداره تو ایران کاربرد بیشتر داره,1,21.0
708,البته تو سری مختلف از مارک‌های مختلف که بدنه فلز داشتن هم این مشکل وجود داشته ولی به هرحال شاید نشه اون رو یه مشکل دونست,0,26.0
7307,بعلاوه از سنت راح خود کاسیو هم پیروی کرده شکل شمایل آن کاملا کاسیویی بود#باش,0,15.0
1243,اگه مشخصات gpu مشخص بود#باش خیلی خوب میشد,0,8.0
14203,با سلام خدمت همه با مقایسه بین گوشی‌های موجود در بازار این گوش امکانات مشتری پسندید#پسند داره مقاومت در برابر آب اون رو خارق العاده کرده منوی اون عین منو‌های سونی‌های قبله دوربین خوبه فول HD #هست تفاوت خیلی کم با ایکسپریا زد#زن داره اون هم در صفحه نمایشه شباهت زیاد از لحاظ شکل به arc arc داره می‌توان گفت#گو صفحه نمایش HD داره,2,64.0
13186,با رو کردن هم مشکل بک زدن به کل قطع میشه,1,11.0
5653,شما حتی توانست#توان تصویر محل خود را به صورت واقعی ماهواره مشاهده کرد#کن,1,13.0
3889,به روز رساند#رسان باتری لیتیوم یونی قابل شارژ این دوربین در هر بار شارژ کامل توانایی شارژدهی برای تا عکس را داشت#دار که مقدار نسبتا خوبی #است,1,27.0
6996,جنس بدنه هم که واقعا محشره که با اولین کار با میشه فهمید#فهم که htc واقعا یه غول در برابر دیگر شرکت هاست,1,23.0
10174,درست همان فن آورد#آور که پیش از این بر روی دوربین بدون آینه-با لنز قابل تعویض Nikon J۱ Nikon V۱ دید#بین,0,21.0
12938,ولی صفحه نمایش iphone حتی نسبت به iphone نیز بهتر شده همچنین از تراکم پیکسل بالا ppi بهره میبرد پس اگر خواست#خواه عادلانه قضاوت کرد#کن iphone بهتره,1,27.0
10440,باتریباتری استفاده شده در Neo یک باتری لیتیوم یونی آمپریست که برای بیش از ساعت مکالمه ممتد انرژی ذخیره ساخت#ساز,1,20.0
2681,خوب Hero به طرز شگفت انگیزی کوچک سبک وزن #است,1,10.0
6079,با تعویض چند آی سی دوباره پروگرام کردن مشکل حل شد#شو ولی خرج برام گذاشت#گذار,-1,15.0
9757,فقط خوشکله زومه بالا داره خوش دسته,1,7.0
8840,چنین نسبت کانون برای عکاس در شرایط نوری ضعیف بدست آوردن عمق میدان بسیار کم ایده‌آل #است,-2,17.0
4418,Xperia ray همانند گوش Xperia arc از سیستم عامل اندروید ۲٫۳ به همراه رابط کاربر Timescape UXP استفاده کرد#کن,0,19.0
3331,نهایتا در قسمت پشت گوش نیز دوربین به همراه فلاش LED لوگوی Beats به چشم خورد#خور,0,16.0
2125,دراخر باید بگم ایفون۵ گوش که تو دنیا حرف اولو میزنه,1,11.0
9869,بعضی از آن همان #هست که بر روی دوربین سری سطح مبتدی DSLR‌های کانن دوربین میکرو چهار سوم یا Micro Four Third هم دید#بین,0,24.0
10576,۲- MAP حذف GOOGLE MAP از IOS که سیستم عامل ایفون #است جایگزینی آن با MAP اپل که کیفیت دقت بسیار پایین‌تری نسبت به MAP گوگل داشت#دار به شدت باعث نارضایتی کاربر ایفون طی ساعات گذشته گردیده #است,-2,38.0
