,comment,label,length
2082,بسیار ازش راضیم.,1.0,4.0
3117,تو رقبای خودش حرف نداره باترفلای قیمتش از این بالاتره فقط گوشیه امکاناتش کمتر هم هست!,1.0,17.0
163,ولی در کل دوربین خوش دست خوبی هست,1.0,8.0
978,واقعا فوق العاده است؛ چقدر قدرتمند!,1.0,8.0
2655,این دوربین توانایی ضبط ویدیویی بسیار با کیفیت full hd با سرعت ۳۰ فریم بر ثانیه hd با سرعت ۶۰ فریم بر ثانیه را دارد.,1.0,26.0
2924,شاید بتوان گفت بزرگترین نقطه قوت مزیت این دوربین به دیگر دوربین‌های رایج ورزشی غیر ورزشی، بهره گیری از یک لنز بسیار واید ۱۷۰ درجه است که تصاویری بسیار عریض خیره کننده ضبط می‌کند، قابلیتی که نقش موثری در خلق تصاویر مهیج زیبا در فعالیت‌های ورزشی ماجرا جویانه دارد.,1.0,52.0
3668,زود لق میشه.,0.0,4.0
777,فقط یه وقتایی سرعتش کم میشه,0.0,6.0
1440,قطعا این فن‌آوری کاملا مؤثرتر از فن آوری‌های پیشین خواهد بود.,1.0,11.0
5939,اما به جز کیفیت، نخستین چیزی که توجه ما را به خود جلب می‌کند سرعت عکاسی بسیار بالای آن است.,1.0,22.0
3546,حالت‌های مختلف عکاسی هم داره که هر نوع عکسی میشه باهاش به راحتی گرفت.,1.0,15.0
6840,سلام بر دوستان تشکراز دیجی کالا من این تبلت راهفته اول ورودش خریدم مرورگرش خوب است از نظرمن طراحی خوبی دارد امکانات کار با آن زیاد هست زمانی که ازقلمش استفاده نمایید دیگه تمایلی به خرید آیپد امثالش نداری واقعا کاربا آن لذت بخش هست.,1.0,46.0
5452,شما به راحتی میتونید در کنار مک ویندوز بریزید در کیفیت صفحه رتینا کیفیت واقعی ویندوز رو ببینید,1.0,18.0
6348,تعامل هوشمندانه با کنترل صدا حرکتفن‌آوری جدید پیشرفته تعامل هوشمند به شما اجازه می‌دهد تا بدون نیاز به فشار دادن دکمه با تلویزیون خود کار کنید.,1.0,27.0
1988,بدین معنی که وقتی آن را بر روی مود smart auto می‌گذارید، تبدیل به یک دوربین کاملا خودکار می‌شود، کافی است که آن را به سوی سوژه نشانه بروید دکمه‌ی شاتر را بفشارید تا بهترین با کیفیت‌ترین عکس گرفته شود.,1.0,42.0
5829,متاسفانه این گوشی مکالمه تصویری مبتنی بر شبکه نسل سوم رایتل رو پشتیبانی نمیکنه.,0.0,15.0
2460,باتریباتری آشا ۳۱۰ یک باتری لیتیوم یونی ۱۱۱۰ میلی آمپر ساعتی است که در استفاده مداوم بیشتر از ۱٫۵ روز به راحتی شارژ دهی می‌کند.,0.0,26.0
5515,در نهایت در قسمت پشتی گوشی نیز دوربین مگاپیکسلی به همراه فلاش led یک لوگوی اپل قرار گرفته‌اند که با توجه به آلومینیومی شدن قسمت پشتی گوشی، بر زیبایی آن به طور محسوسی افزوده است.,1.0,36.0
3723,تنها عیب بزرگی که من تو این گوشی دیدم دقیقا همین مورد رو تو گوشی c۲-۰۳ کسی هم بهش اشاره نکرده بر عکس ازش تعریف کردن!,0.0,28.0
2022,آیفون شاید آغاز یک پایان باشد برای کمپانی مغرور اپل کمپانی که همان روند محکوم به شکست نوکیا، بلک بری کداک را در پیش گرفته تکیه سفت سخت به گذشته اطمینان به اینکه مشتریان تا ابد به یک لوگو وفادار خواهند ماند، واقعیت این است که عده‌ای فقط بهای همان لوگوی سیب گاز زده شده را می‌پردازند، سیبی که شاید در حال پلاسیده شدن باشد، بسیار شگفت آور است که طرفداران اپل با سر صدا تبلیغات فراوان خبر از آمدن بهترین گوشی جهان می‌دهند در حالی که ماهها قبل گوشی هایی در حد گلکسی اس با نمایشگر غول آسای سحر آمیزش پشت ویترین مغازه‌ها وجود داشت، اپل حتی زحمت کوچکترین تغییر در ظاهر محصولات را به خود نمی‌دهد چون میداند عده‌ای هستند که دل در گرو آن لوگو دارن، اما این روند تا ابد ادامه نخواهد داشت، این همان اشتباهی است که نوکیا مرتکب شد،,0.0,151.0
4944,یک وسیله با کاربرد,1.0,4.0
3047,پورت‌ها اتصالات از لحاظ پورت‌ها، سری از تمام پورت‌های لازم برای مصارف روزمره بهره می‌برد.,1.0,17.0
3910,این دوربین مقام پرفروش‌ترین دوربین ورزشی جهان را در اختیار دارد.,1.0,12.0
5244,خوشبختانه این دوربین مجهز به سیستم لرزش گیر می‌باشد این سیستم دست کم در یک سوم مسیر بزرگنمایی ۲۵ برابری عملکرد خیلی خوبی را از خود به نمایش می‌گذارد.,1.0,30.0
1525,من این هارد رو با پیشنهاد ویژه خریدم هارد خوب مناسبیه ولی سوکتش اصلا خوب نیس به نظر میرسه ممکنه کنده بشه,0.0,22.0
5766,نرم افزار دوربینpadfone به طور پیش فرض از نسخه ۴٫۰ سیستم عامل اندروید با نام بستنی حصیری استفاده می‌کند ولی ایسوس وعده داده است که تا پایان سال جاری میلادی، این گوشی به اندروید ۴٫۱ نیز آپدیت خواهد شد.,1.0,39.0
1585,چنین نسبت کانونی برای عکاسی در شرایط نوری ضعیف بدست آوردن عمق میدان بسیار کم ایده‌آل است.,0.0,18.0
395,البته این کاهش کیفیت اندک در چاپ‌های بزرگ‌تر کاملا مشهود است.,0.0,12.0
4682,sony دارای صفحه نمایش فوق العاده ۹٫۴ اینچی با تکنولوژی true black موتور bravia است که رنگ‌های بی نظیری را تولید میکند.,1.0,23.0
4344,همچنین تنظیمات بسیاری نیز به برنامه دوربین گوشی اضافه شده است.,1.0,11.0
1522,با توجه به ساخت باریک بدنه یک دست؛ به راحتی در جیب شما سر می‌خورد.,1.0,17.0
6805,هارد دیسک داخلش toshiba mk۵۰۵gsx هست که یکی از بهترین هاست.,1.0,14.0
954,در سمت راست تبلت، کلید پاور کلیدهای کم زیاد کردن صدا قرار دارند که به زیبایی بر روی لبه تبلت قرار گرفته‌اند به همین دلیل وقتی تبلت را در حالت افقی قرار میدهید، امکان فشار دادن این کلیدها بطور تصادفی وجود نداد.,1.0,45.0
6753,دوربین این تبلت یک دوربین مگاپیکسلی خوب است.,1.0,9.0
3691,سخت افزاراز نظر سخت افزاری این دستگاه استثنایی است.,1.0,10.0
2749,باطریش فوق العاده است.,1.0,5.0
5147,از نظر کارایی بنظر من بهترین گوشی هست که فعلا میشه استفاده کرد همچنین قیمتش بسیار مناسبه ولی فقط باتری ضعیفی داره,1.0,22.0
1165,ارزش خریدن ندارد کیفیت دوربین تصویر با امدن سونی xperia چیزی برای گفتن ندارد هیچ خلاقیتی در طراحی به کار گرفته نشده مثل iphone۴ هست فقط صفحه بزرگتر شده.,0.0,30.0
5270,به طور کلی دوربین این گوشی عملکردی متوسط پاسخ دهی سریعی دارد عکس‌های گرفته شده توسط آن دارای کیفیت متوسطی هستند، میزان جزئیات غلظت رنگ‌ها نیز در حد قابل قبولی قرار دارند.,1.0,34.0
3472,به نظر دوربین ۶۵۰d به جهت کارآیی در عکاسی با دوربین ۶۰۰d تفات خاصی ندارد فقط مزیت‌ها در مود فیلمبرداری است پیشنهاد می‌کنم اگر علاقه به فیلمبرداری‌های پورتابل دارید نمی‌خواهید هزینه هایی سنگین برای خرید دوربین‌های مثل ۵d بدهید این دوربین می‌تواند برای شما جذاب باشد,1.0,48.0
5192,مشکل اینه که وقتی هارد رو وصل می‌کنم تا بیپ می‌کنه مدام چشمک می‌زنه ولی وصل نمی‌شه (این طور که از سرچ کردن فهمیدم مشکل ضعیف بودن سیمکشی داخلی دارن که خیلی جدی نیست سریع درست می‌شه) زنگ زدم به سازگار، اول گفتن مشکلی نیست سریع حل می‌شه اما وقتی بردمش برای تعمیر نه تنها هزینه‌ای برای بررسی (!,0.0,63.0
782,بی صبرانه منتظرم که به بازار بیاد بگیرمش.,1.0,9.0
2002,عکس‌های بسیار بسیار با کیفیتی میگیره.,1.0,7.0
5504,یکی دیگر از موارد لازم به ذکر، فقدان سنسور تنظیم خودکار نور صفحه نمایش است که کاربر را مجبور به تنظیم دستی نور آن می‌نماید.,0.0,27.0
6819,کیفیت بلندگوهای سری نیز نسبت به رقبا در این بازه قیمتی، بسیار خوب است.,1.0,16.0
5168,سلام دوستان این بهترین تبلت توی این رنج قیمت هست با امکانات عالیش مثل: پردازنده ۴هسته با فرکانس ۱٫۴ رم گیگ صفحه نمایش فول اچ دی دوربین قدرتمند با سنسور مگا قابلیت فیلم برداری فول اچ دی با ۳۰ فریم بر ثانیه واقعا ارزش خرید بسیار بالایی داره من که به زودی می‌خرمش,1.0,54.0
445,دوستانی هم که میگن قلمش به کار نمیاد اتفاقا الان دارم با قلمش تایپ میکنم واقعا سرعت کار خیلی بیشتر میشه..,1.0,23.0
680,بدین صورت که کافی است دوربین را بر روی مود عکاسی smart auto قرار دهید دکمه‌ی شاتر را بفشارید تا دوربین به طور خودکار بهترین با کیفیت‌ترین عکس را تهیه کند.,1.0,32.0
2165,می‌توانید تا حد زیادی اطمینان حاصل کنید که عکس‌ها بر اثر لرزش دست شما تار نمی‌شوند.,1.0,17.0
3559,اما موسسه تحقیقاتی strategyanalytics به سرعت نشان داد که حرف اپل در این مورد درست نیست.,0.0,17.0
2135,از آنجایی که اپل بدنه ipod touch را باریک‌تر کرده، ابعاد این بلندگو نیز کاهش یافته است.,1.0,18.0
1123,ولی صفحه نمایش iphone حتی نسبت به iphone نیز بهتر شده همچنین از تراکم پیکسل بالای ۳۲۶ppi بهره میبرد پس اگر بخواهیم عادلانه قضاوت کنیم iphone بهتره.,1.0,29.0
69,در ضمن در مورد باطری این رو هم بگم که مسلما باطری ضعیفه چون این توان انرژی رسانی به صفحه نمایش با این همه تعداد پیکسل رو که خودش هم از جنس ال سی دی پر مصرف هست رو تا بیشتر از یا ساعت نداشته باشه.,0.0,47.0
4697,به نظر من این فوق العاده هست.,1.0,8.0
1995,خوب این خودش یه نقطه ضعفه چون الان دیگه گوشی‌های بهتر جدیدتری نسبت به این گوشی اومده مثل htc one به نظر به صرفه نیست خریدش حداقل اگه میخواین از برند خوب ال جی گوشی داشته باشید من بهتون nexus پیشنهاد میکنم چون همیشه آپدیت خواهد شد تا وقتی گوگل وجود داشته باشه!,0.0,52.0
4587,در مجموع می‌توان گفت که با توجه به قیمت دستگاه، g۵۸۰ از کیفیت ساخت بسیار رضایت بخشی برخوردار است.,1.0,22.0
2788,(یعنی ۱۰ گرم سبک‌تر از ipad ۴) • صفحه نمایش بلندگوهاگوشی padfone دارای یک صفحه نمایش عریض ۴٫۷ اینچی از نوع super ips+ lcd بوده از تکنولوژی igzo کمپانی شارپ نیز بهره می‌برد که طبق ادعای این کمپانی، انرژی کمتری مصرف کرده طول عمر بالاتری نسبت به صفحات lcd معمولی دارد.,1.0,55.0
2451,از تنظیمات دستی gz-mg۲۵۵ نیز می‌توان به فوکوس، تنظیمات نوردهی، سرعت شاتر، تراز سفیدی امکان دست‌رسی سریع مستقیم به بعضی قابلیت‌ها اشاره کرد.,1.0,28.0
6023,بسیار ساده‌لوحانه است اگر بخواهیم این کار اپل را یک کار کوچک فرض کنیم، چرا که در حالی که برای کم کردن ضخامت، کمپانی‌ها با مشکلات متعددی مواجه هستند، کمپانی اپل به یکباره نزدیک به دو میلی‌متر گوشی خود را باریک‌تر نموده، در حالی که تمام قابلیت‌های آن نیز نسبت به مدل پیشین ارتقا یافته است.,1.0,60.0
216,سلام سه چهار روزی میشه که این به اصطلاح دوربینو گرفتم اصلا از کیفیت عکساش راضی نیستم در حد یا مگا پیکسله فیلمی هم که باهاش میگیری هی گیر میکنه صداشم قطع وصل میشه,0.0,34.0
48,از آن جایی که یک دوربین فیلم برداری آماتوری است، بنابراین مجهز به مود فیلم برداری اتوماتیک هوشمند یا همان smart auto می‌باشد.,1.0,25.0
5136,با وجود این سخت افزار مناسب البته سیستم عامل روان ویندوز که همواره با مدیریت خوب بر حافظه رم، سرعت مناسبی را به کاربر ارائه نموده است، تمامی کارها در این تبلت با سرعتی بسیار خوب انجام خواهند شد.,1.0,40.0
2006,در تست تماشای ویدئو با wi-fi روشن روشنایی ثابت، retina macbook pro توانست بیش از هفت ساعت نیم شارژ دهی کند که میزان فوق‌العاده بالاییست.,1.0,27.0
371,این را وقتی تا کیفیت ۱۰۸۰p/۶۰p full hd همراه می‌کنیم واقعا نتیجه کم نظیر می‌شود.,1.0,19.0
5317,کمپانی asus امسال واقعا عالی بوده,1.0,6.0
3711,کیفیت عکس‌های گرفته شده توسط این دوربین فوق العاده است.,1.0,11.0
5365,همچنین تنها با یک دکمه که در کنار آیپاد شافل طراحی شده به راحتی می‌توانید پخش موسیقی را به حالت تصادفی (shuffle)، تکرار (repeat) حالت پخش عادی تغییر دهید.,1.0,35.0
2041,من که ازش راضیم.,1.0,5.0
1434,با این حال ما هنوز طراحی صفحه کلید به صورت chiclet را بیشتر دوست داریم.,1.0,16.0
5708,قیمش برابر one هستش ولی مشخصاتش زیاد فرق نداره با اون.,0.0,12.0
434,اما کاربرد دیگر آن می‌تواند در نمایش تصاویر جذاب جلب توجه کننده برای کودکان باشد تا به بهانه‌ی آن تصویر به دوربین نگاه کنند بتوانید عکسی تمام رخ از کودک بگیرید.,1.0,32.0
3579,فکر میکنم دوربین خیلی خوبی باشه با این امکانات!,1.0,10.0
1573,من آندرویدشو ۴٫۰٫۴ کردم که خیلی بهتر شده.,1.0,10.0
1758,این صفحه نمایش تمامی جزئیات را با دقت فوق العاده بالایی نشان می‌دهد، رنگ‌ها بسیار غنی زنده روشنایی زاویه دید این صفحه نمایش بسیار عالی هستند.,1.0,28.0
236,پنل super ips+ استفاده شده نه تنها روشنایی فوق‌العاده‌ای دارد به راحتی می‌توان در تمام شرایط نوری با آن کار کرد، بلکه زاویه دید آن نیز بی نظیر است چنین صفحه‌ای نمایشی را تا به امروز بر روی هیچ تبلتی مشاهده نکرده بودیم.,1.0,44.0
1719,از نقاط قوت اصلی صفحه نمایش این لپ‌تاپ‌ها می‌توان به روکش ضد بازتاب آن اشاره آن کرد که به کاربران این امکان را می‌دهد که بتوانند با لپ‌تاپ خود به راحتی در فضاهای پر نور یا در زیر تابش مستقیم نور آفتاب کار کنند.,1.0,45.0
244,شاید بتوان واقعا بزرگترین بهبود را در همین لنز مشاهده کرد چرا که تاثیر مستقیمی بر کیفیت عکس‌ها دارند خود گوپرو هم مانور تبلیغاتی زیادی بر روی آن داده است.,1.0,30.0
5319,کیفیت ساخت این تبلت بسیار بالاست با وجود اینکه بدنه‌ای تمام پلاستیکی دارد، هنگامی که آن را در دست می‌گیرید متوجه استحکام بالای آن خواهید شد.,1.0,27.0
1970,اما با وجود استفاده مایکروسافت از پنل touch lcd در یک لایه، دید در زاویه همچنین عملکرد این صفحه نمایش در زیر نور آفتاب، بسیار عالی راضی کننده خواهد بود.,1.0,32.0
6479,۶- ظرفیت باطری ۲۱۰۰ میلی آمپر همچنان کم مشکل ساز است زیرا سرعت پردازنده زیاد شده باعث تخلیه سریعتر شارژ می‌شود ۷- داغ شدن گوشی هنگام بازی آزار دهنده است همانند مشکل سری,0.0,33.0
1433,رابط کاربری استاندارد اندروید بر روی این گوشی با پوشش زیبای ایسوس، ترکیب بسیار زیبایی را تشکیل داده‌اند.,1.0,20.0
415,اگر به دنبال فیلم برداری با سرعت بالاتری هستید می‌توانید رزولوشن ۷۲۰p hd را هم انتخاب کنید که بدین ترتیب عمل ضبط ویدیویی با سرعت ۶۰ فریم بر ثانیه انجام می‌شود تا جزئیات در حرکت‌های سریع؛ خیلی دقیق‌تر ثبت بشوند.,1.0,43.0
6384,فرمت نخست برای تماشا بر روی سینمای خانگی مناسب است فرمت دوم فرمت مناسب‌تری برای استفاده بر روی رایانه می‌باشد.,1.0,21.0
5295,واقعا ازش راضی ام بی نظیره امکانات عالی داره عیبش بالا اومدن فلاشه که عادت میکنید از هر لحاظ عالیه.,1.0,21.0
5182,به هر حال درست است که نوکیا در چند سال اخیر عرصه را در بسیاری از موارد به کمپانی‌های دیگر باخته است، ولی هنوز در زمینه طراحی جزو پیشتازان سردمداران صنعت گوشی محسوب می‌گردد.,1.0,35.0
3561,همه چی تمومه هم قیافه هم سخت افزار,1.0,8.0
4320,من که خودم از گوشی کم وزن بدم میاد گوشی باید خودشو تو دست نشون بده.,0.0,17.0
343,این همه پول بدی آخرشم هیچکس متوجه نشه آیفون یا ۴s یا دستت گرفتی.,0.0,15.0
4380,اگه حوصله تنظیم منوال ندارین اصلا پیشنهاد نمیکنم.,0.0,9.0
4460,گوشی خوش دست شیکی هست از سرعتش راضیم هنوز دقیق بررسیش نکردم ولی مطمئنم نسبت به قیمتش باید خیلی خوب باشه.,1.0,22.0
6660,به نظر من بهترین محصول اپل با توجه به قیمت آن میباشد.,1.0,13.0
4041,در ضمن ایسوس به تمام خریداران padfone ۲، پنجاه گیگابایت فضای مجازی به صورت رایگان برای دو سال هدیه می‌دهد.,1.0,22.0
4915,سی پی یو گرافیک مناسب در ازای پرداخت این مبلغ.,1.0,11.0
4524,این گوشی نسبت به مدل قبل پیشرفت‌های زیادی داشته از جمله دوربین۸مگا پیکسلی,1.0,13.0
6188,من هم این هارد رو از دیجی کالا خریدم از این خرید واقعا راضی هستم,1.0,15.0
4919,از پشت که به دوربین نگاه می‌کنیم کمی افسوس می‌خوریم.,0.0,11.0
41,فیلم‌برداری xperia tx نیز شرایط یکسانی دارد بسیار خوب است.,1.0,11.0
4477,حافظه ram این دستگاه نیز یک گیگابایت است که برای اجرای روان چند برنامه به طور همزمان، بسیار مناسب است البته چیپ گرافیکی به کار رفته در آن نیز از نوع nvidia geforce است.,1.0,36.0
5762,همه این کارها در galaxy note به لطف قلم تعبیه شده بسیار راحت‌تر لذت بخش‌تر از گذشته مقدور می‌باشند.,1.0,20.0
1164,در این بخش شما امکاناتی برابر با دستبند fuel nike خواهید داشت که از تمامی اطلاعات حرکتی شما در طول شبانه روز اطلاعات جمع آوری در بخش fitness اطلاعات بسیار جالبی به شما ارایه خواهد داد,1.0,34.0
4039,"این دوربین مجهز به نمایشگر اینچی ۴۶۰,۰۰۰ پیکسلی می‌باشد که نمایشگر بزرگ کاملا با کیفیتی است.",1.0,19.0
5888,طراحی ساخت گوشی desire sv از جنس پلاستیک ساخته شده است طراحی جمع جور، گوشه‌های انحنا دار ابعاد مناسب این گوشی موجب می‌شود که استفاده از آن تنها با یک دست نیز امکان پذیر باشد.,1.0,35.0
4548,ولی درکل این دوربین از همه جهت عالی هستش,1.0,9.0
6338,هفته هست که این دوربینو دارم، مزایا: کیفیت عکس: عالی (نسبت به اندازه سنسور (یک دوربین نیمه حرفه‌ای)) زوم: حرف نداره لرزش گیری: عالی (مخصوصا تو زومهای بالا خیلی خودشو نشون میده) نداشتن نویز در نور کم iso بالا: نسبتا خوب سرعت فوکوس در نور معمولی: خوب امکانات: خوب نور فلش: خوب کیفیت فیلمبرداری: عالی معایب: در نور کم زوم بالا فوکوس با تاخیر انجام میشه فلش pop up در نور کم به صورت اتومات بالا نمی‌پره یعنی هر جا فلش لازمه باید خودت بدیش بالا یه خورده بفهمی نفهمی وزنش سنگینه کیفیت ال سی دی عالی نیست در مجموع: یک دوربین نیمه حرفه‌ای عالیه,1.0,123.0
6687,البته برای کسانی که استفاده عادی میکنن در حد متوسط رو به بالا هستش.,1.0,15.0
322,تنها مشکلی که شاید بشه اشاره کرد یکم کوچیک بودن اسکرینش هست!,0.0,13.0
6369,کیفیت ساخت نیز بسیار خوب رضایت بخش است.,1.0,9.0
139,این دوربین از لنز بسیار عالی ۲۴-۸۴۰ میلی‌متری بهره می‌برد.,1.0,13.0
4152,عکس‌های مگاپیکسلی فوق‌العاده شارپ با‌کیفیت هستند.,1.0,7.0
3866,در گذشته معمولا پروژکتور داخلی این دوربین‌ها کیفیت بالایی نداشتند معمولا باید نور اتاق را تا حد خیلی زیادی کاهش می‌دادید تا می‌توانستید تصویری واضح را مشاهده کنید.,0.0,29.0
3557,البته شارژدهی نسبتا خوبی می‌باشد.,1.0,6.0
2226,ولی اکسپریا باز هم از نظر نرم افزار به پای این گوشی نمیرسه چون من برای پدرم یه دونه از این گوشی خریدم خودم هم نوت دو دارم ولی این گوشی انقدر خوبه که من عاشقش شدم.,1.0,38.0
6140,به جز آن، عملکرد این دوربین را خیلی دوست داریم عکس‌های تولید شده توسط آن برای استفاده‌های روزمره شارپنس رنگ خیلی خوبی دارند.,1.0,25.0
5770,اینکه زوم از ۲۰ برابر به ۳۰ رسیده از سوی سونی اقدام غیر‌حرفه‌ای صرفا برای فروش بیشتره چون با بیشتر شدن زوم اپتیکال وارد کلاس سوپرزوم‌های شبه حرفه‌ای میشه مثل canon sx۵۰ یا sony hx۲۰۰v ضمنا ۲۱ مگاپیکسل هم یه تبلیغ که در عمل هیچ کاربردی نداره.,0.0,51.0
1280,همچنین عملکرد آن در زوایای دید مختلف نیز قابل تعریف تمجید نیست.,0.0,13.0
3696,باطری کارکرد متوسطی دارد هنگام دیدن فیلم اینترنت بازی ساعت بیشتر نمی‌توانید استفاده کنید.,0.0,15.0
33,اگر نداشته باشید تلوزیون اصلا کاربرد نداره ۲. این تلوزیون بسیار خوبی است ولی تو ایران زیاد کار آمد نیست زیرا بیشتر برنامه‌های کاربردیش مثل برنامه اصلی ورزش تلوزیون فیلتر است نمی‌تونید از برنامه‌های کاربردی ان استفاده کنید (البته ایران خودش چند تا برنامه بازی عالی در سامسونگ اپس گذاشته است) در پایان باید به مرورگر خود تلوزیون بپردازم که واقعا عالیه من از اون راضی بودم ولی اگر کاربران بتوانند برای راحتی خودشون یک کیبرد موس بی سیم هم بگیرند راحت‌تر می‌توانند از مرورگر استفاده کنند کیفیت تلوزیون که برای شبکه‌های ایران کیفیت خوبی ندارد ولی برای فیلم‌های فول اچ دی عالیه امیدوارم تونسته باشم راهنماییتون کرده باشم,1.0,108.0
5867,با توجه به لنز واید ۲۵ میلی متری که بر روی این دوربین‌ها قرار گرفته، می‌توانید مطمئن باشید که در هر کادر می‌توان میدان دید گسترده‌ای را ثبت کرد تا بنابراین این دوربین کاملا مناسب عکاسی از منظره هم باشد.,1.0,42.0
1982,این در حالیست که در ایزو ۴۰۰، نویز بعلاوه‌ی مقداری کاسته شدن از جزئیات غلظت رنگ‌ها مشاهده می‌شود.,0.0,20.0
2971,ولی pj۶۰۰ یک دوربین فیلم برداری کاملا پیشرفته است که علاوه بر پروژکتور خیلی خوب کیفیت فیلم‌برداری بالایی را نیز ارائه می‌کند.,1.0,24.0
832,عالیه شگ نکنین اصلا گارانتی آونگ ایدیتا با سازگار قالب مقایسه نیست.,1.0,13.0
4778,با باز نمودن رابط کاربری دوربین، امکانات متنوع زیادی در اختیار کاربر قرار خواهد گرفت.,1.0,16.0
4938,کیفیت نمایشگر خیلی خوب است به دلیل لمسی بودن، باعث شده که بیشتر دکمه‌های فیزیکی از روی بدنه‌ی دوربین حذف شوند.,1.0,23.0
3614,نکته منفی در مورد درگاه‌های این تبلت، عدم وجود درگاه hdmi است که ترجیح می‌دادیم این تبلت دارای این درگاه نیز بود.,0.0,24.0
5908,با روت کردنش هم مشکل بک زدنش به کل قطع میشه.,1.0,12.0
2064,از هر لحاظ بهترینه، سخت افزار قدرتمندش حتما حس خوبی به آدم میده ولی این که خیلی از قابلیت هاش در ایران کار نمیکنه خیلی بده,0.0,27.0
519,سامسونگ بهبود‌های قابل توجهی در این مدل ایجاد کرده است ولی در بعضی از موارد، این تبلت یک پله به عقب رفته است.,0.0,23.0
4609,برخورد من با این دوربین شاید چند لحظه‌ای بیشتر نبود ولی تو همین چند دقیقه شاید تعداد فرم برای اندازه فول اچ دی مناسب نباشه بسته به استفاده از دوربین ولی تو اچ دی بهتر میشه حرکت‌ها نرم تره زوم کامل یا بلاتر بهتره از سه پایه استفاده بشه نویز بد نیست صفحه نمایش نسبتا بی کیفیت فقط به درد کادر بندی,0.0,62.0
3796,همچنین وضوح آیکون‌ها ویجت‌ها را نیز خیلی دوست نداریم.,0.0,10.0
278,باید بگم که با توجه به قیمتش امکانات خوبی را فراهم کرده در کل گوشی خوبی است,1.0,17.0
7,عملکرد lcd لمسی هم بسیار خوب هست.,1.0,8.0
3719,البته این بدان معنا نیست که از دیدن آن مایوس خواهید شد، بلکه دارای وضوح بسیار بالایست.,1.0,18.0
5280,همچنین برای دانشجویانی که مقاله جزوه مینویسند بهترین گزینه هستش.,1.0,11.0
6281,تبلت خوبیه وباهاش مشکلی ندارم,1.0,5.0
3398,نمایشگر لمسی hs۹۰۰ اکنون کاملا بزرگتر، پاسخگو‌تر، روان‌تر شفاف‌تر است.,1.0,14.0
1470,ولی چیزی که کاملا مشهود است، اعمال تغییرات مثبتی بوده که بر اثر نظرات کاربران درباره‌ی نقاط ضعف x۱۰۰ اعمال شده.,1.0,24.0
2802,عکس‌های فوق العاده‌ای میگیره.,1.0,5.0
1354,این صفحه نمایش در مقابل بسیاری از دیگر گوشی‌های خانواده asha یک برتری محسوب می‌گردد.,1.0,16.0
4024,بازی‌های hd رو هم خیلی خوب اجرا میکنه.,1.0,9.0
1583,متاسفانه بر خلاف مدل پیشین، padfone دارای کیبورد جداگانه نبوده نمی‌توان از آن به عنوان یک نت بوک استفاده کرد این موضوع ممکن است باعث شود که تعدادی از دارندگان مدل پیشین، تمایل خود را برای ارتقا به padfone از دست بدهند.,0.0,45.0
5030,اما یک ویژگی بسیار خوب که بین آن‌ها مشترک می‌باشد، گیرنده‌ی داخلی gps است.,1.0,16.0
2538,با تشکر از سایت محبوب پر تلاش دیجی کالا این محصول بهترین گزینه برای دانشجویان اساتید در رشته‌های مختلف هستش، به ویژه که آی بوکش تقویت شده.,1.0,29.0
2506,باطریش عالیه راحت روز با کارکرد بالا نگه میداره.,1.0,10.0
1964,گوشی زیبایی هست اما به نظر من htc buttrfly بهتره,0.0,10.0
3925,گوشی بسیار زیبا کارائی است من خریدم والان این نظرو با اون نوشتم وسند کردم.,1.0,16.0
3384,می‌توان به راحتی گفت که دوربین مگا پیکسلی موجود بر روی htc one یکی از بهترین دوربین‌های موجود بر روی گوشی‌های هوشمند تا به این تاریخ است.,1.0,28.0
1452,به هر صورت از این نظر p۷۷۰۰ کاملا عالی طبق انتظاری است که داشتیم.,1.0,16.0
1445,در مجموع، به جز قاب پشتی، nexus از استحکام بسیار بالایی برخوردار است هنگامی که آن را در دست می‌گیرید حس در دست گرفتن یک گوشی پلاستیکی بی کیفیت (همانند galaxy nexus) به شما منتقل نخواهد شد.,1.0,41.0
1110,یک پردازنده چهار هسته‌ای از نوع cortex-a۹ با فرکانس ۱٫۲ گیگاهرتز به همراه یک گیگاهرتز حافظه رم پردازشگر گرافیکی بسیار قدرتمند، تشکیل دهنده سخت افزار این تبلت می‌باشند.,1.0,30.0
1272,یک دوربین دیگر با نام hdc-sd۸۰۰ هم وجود دارد که فاقد چشمی الکترونیکی، جک هدفون میکروفون است فیلم‌های آن نیز فقط بر روی کارت حافظه‌ی sd/sdhc/sdxc ذخیره می‌شوند حافظه‌ی داخلی ندارد.,0.0,34.0
152,با آمدن sx۵۰ در دنیای سوپر زومها بقیه رقبا هیچ حرفی واسه گفتن ندارن واقعا لنگه نداره تو رده خودش عالیه هم فیلمبرداریش هم عکاسی حتی در شرایط نوری ضعیف,1.0,31.0
2424,من این گوشی رو گرفتم گوشی خوبیه از خریدش پشیمون نمیشید.,1.0,12.0
53,این کار در واقع سر صدای زیادی را‌ ایجاد می‌کند live view هم برای لحظه‌ای قطع می‌شود.,0.0,18.0
6204,این دوربین‌ها همگی برخلاف دوربین‌های سری دارای لرزش گیر تصویر اپتیکال می‌باشند.,1.0,13.0
4787,اما اولین تجربه برای اپل چندان خوش آیند نبود.,0.0,10.0
3207,اما ویژگی بسیار عالی این لنز، کمینه‌ی نسبت کانونی f/۲٫۵ آن در حالت واید است.,1.0,17.0
