,comment,length,label_id
2351,سبکه فوق العاده اس,4.0,3
2839,پشت این لنز، سنسور تصویر ۱۴ مگاپیکسلی ccd قرار گرفته است که هرچند از انواع پیشرفته‌تر cmos نیست ولی رزولوشن مناسبی را ارائه می‌دهد تا بتوانید در شرایط نوری بهتر عکس‌های خوبی بگیرید.,34.0,3
4357,رنگ‌های تولید شده بسیار زنده طبیعی بوده روشنایی صفحه نمایش بسیار خوب است.,14.0,4
1590,شاید تنها در مقایسه خیلی دقیق بتوان این تفاوت را مشاهده کرد.,13.0,2
3192,با عرض سلام من این گوشی را روز است که خریده‌ام اندروید به خوبی به روی ان کار میدهد درباره پردازنده‌ام من تا به حال مشکلی ندیدم من توصیه میکنم که این گوشی را بخرید رنگ سفیدش قشنگ تره ممنون,40.0,3
2338,البته این باعث می‌شود که در هنگام استفاده از گوشی نگرانی کمتری برای مراقبت از آن داشته باشید به هر صورت از سنت همیشگی محکم قابل اعتماد بودن گوشی‌های نوکیا در این گوشی هم استفاده شده.,36.0,3
6168,همچنین کیفیت فیلم برداری این دوربین نیز بسیار پایین با ابعاد ۱۴۴×۱۷۶ یا qcif با سرعت ۱۰ فریم بر ثانیه می‌باشد.,24.0,1
2579,جمع بندیxperia tipo یک گوشی موجه در بین گوشی‌های هوشمند سطح پایین محسوب می‌گردد که با قابلیت‌های مناسب، به یک گوشی کاربردی تبدیل می‌شود.,26.0,3
3672,حتی galaxy siv هم به این گوشی نمیرسه one هم بخاطر اندروید با سنس که موجب سنگین شدن سیستم عامل میشد از s۳ کم اورد ولی الان تو اپدیت ۴٫۱ تو بنچمارک حرف اول میزنه دیگه چه برسه به htc butterfly تا به امروز گوشیهای قدرتمند جهان رو باهاشون کار کردم مثل one,53.0,3
6456,اما نهایتا در مورد دوربین این تبلت هم باید بگوییم که یک دوربین کاملا متوسط ۱٫۲ مگاپیکسلی در قسمت جلو یکی در قسمت پشتی آن تعبیه شده است که صرفا برای انجام مکالمات تصویری مناسب می‌باشد در رقابت با دیگر تبلت‌های موجود در بازار، هیچ حرفی برای گفتن ندارد.,50.0,1
4432,عکس‌ها کنتراست بسیار خوبی دارند رنگ‌های تولید شده زنده طبیعی هستند.,12.0,4
1674,فوکوس خودکار، ژئوتگینگ همچنین حالت‌های مختلف تصویربرداری، عکاسی فیلم برداری با این گوشی را بسیار لذت بخش می‌کند.,21.0,2
2586,مرورگر اینترنت استاندارد موجود بر روی این گوشی خیلی بهتر از انتظار ما عمل کرد.,16.0,3
3087,همانطور که گفتیم این سه دوربین از نظر طراحی ظاهری تقریبا شبیه به هم هستند.,16.0,3
1645,همانطور که گفتیم، s۳۲۰۰ دوربین بریجی در سطح متوسط است.,13.0,2
2694,در کل، از نظر نرم افزاری نیز مشکل خاصی با این گوشی نخواهید داشت.,15.0,3
761,دوربیندوربین مگاپیکسلی این گوشی قادر است تصاویری با رزولوشن ۲۵۹۲x۱۹۴۴ پیکسل را ثبت نماید.,17.0,2
6391,ولی مسئله بیشتر کیفیت نمایشگر است که کیفیت خیلی خوبی نیست.,12.0,1
3815,به هر صورت همانطور که گفتیم، سنسور تصویر ۱۶ مگاپیکسلی super had ccd توانایی گرفتن عکس هایی بسیار با کیفیت را در شرایط نوری خوب دارد.,28.0,3
912,با همان ابعاد تنها گرم سنگین‌تر.,7.0,2
886,این حالت زمانی به کار می‌آید که بخواهید از جسمی که به سرعت در حال حرکت است، عکس بگیرید.,21.0,2
2054,همچنین بطور پیش فرض از flash پشتیبانی میکند.,9.0,3
3025,دوربین‌هایی با اشکال، ابعاد توانایی‌های مختلف که همگی برای یک هدف، آن هم عکاسی هرچه آسان‌تر سریع‌تر ساخته شده‌اند.,22.0,3
1507,در نهایت این گوشی توانای نصب اجرای بازی‌های که با فرمت جاوا هستند را دارد.,16.0,2
1480,برای فارسی نوشتن اولش کیبورد فارسی رو نداشت ولی بدون نیاز به روت کردن,14.0,2
4454,به نظر من که واقعا عالیست هم کیفیت عکس هم فیلمبرداری مطمئن باشید که از خریدش پشیمان نمیشوید,18.0,4
3955,گوشی خیلی خیلی خوبیه خیلی هم خوشکله ولی ۲تا بدی داره: نداشتن زوم دوربین حافظه داخلی کم,18.0,4
2717,متاسفانه عکس‌های گرفته شده با دوربین این تبلت از کیفیت رضایت بخشی برخوردار نیستند.,15.0,3
717,padfone نزدیک به ۱۴۰ میلی‌متر طول میلی‌متر ضخامت دارد که کمی بزرگ‌تر ضخیم‌تر از samsung galaxy iii می‌باشد آن را به یکی از بزرگ‌ترین گوشی‌های ساخته شده تا به امروز تبدیل کرده است.,33.0,2
6629,ولی در حالت واید وقتی که تصویر میدان دیدی گسترده را پوشش می‌دهد، می‌توان گفت که سنسور تصویر با رزولوشن پایین نمی‌تواند جزئیات فراوانی را نشان دهد.,29.0,1
1505,به نظر می‌رسد که apple کاملا در استراتژی اینکه iphone باید چگونه به نظر برسد چه احساسی را به کاربر منتقل کند تجدید نظر کرده است نتیجه فوق‌العاده بوده است.,29.0,2
4061,کیفیت این صفحه نمایش در بین گوشی‌های همرده آن، بسیار خوب ارزیابی می‌شود.,15.0,4
2804,محض اصلاع دوستان اس۳ امتیاز ۵۰ ساعت داره نکسوس ۳۲ ساعت!,12.0,3
2273,سخت افزار گوشی فوق العاده ست اگه سیستم عامل این گوشی ios بود دیگه معرکه بود,16.0,3
1879,به علاوه، g۵۸۵ دارای خروجی تصویری hdmi بوده یک کارت خوان sd نیز بر روی لبه جلویی آن تعبیه شده است.,23.0,2
577,بنابراین به صورت کلی سعی می‌کنیم به تغییرات اصلی آن اشاره نماییم.,13.0,2
6152,فقط طراحیش کمی قدیمیه.,5.0,1
2730,گوشی خیلی خوبی میتونه باشه واسه کسانی که در حد توان گوشی ازش کار میکشن طراحی این گوشی خیلی خوبه,20.0,3
337,منم یه هفته ست این تبلت رو از دیجی کالا گرفتم.,12.0,2
3687,اما با وجود امکانات مختلف ارتباطی بر روی این تبلت مانند۴g، wi-fi، ۳g gprs، به راحتی با حداکثر سرعت می‌توان به مرورگری اینترنت پرداخت.,28.0,3
5846,همه چیزش خوبه تنها مشکلش گرافیکش هست که ۳d ساپورت نمیکنه.,12.0,1
5104,تبلت خیلی خوبیه.,4.0,4
3971,من که فروختم الان sx۲۶۰ کنن خریدم فوق العادست همه چیزش.,13.0,4
5845,nexus در دو مدل ۱۶ گیگابایتی عرضه شده است متاسفانه دارای درگاه کارت حافظه نمی‌باشد.,15.0,1
5222,سرعت عکاسی پیاپی هم با فریم بر ثانیه تا ۴۰ عکس jpeg ۱۰ عکس raw خیلی عالیست بیشتر از دوربین‌های dslr سطح مبتدی است.,25.0,4
3739,نمایشگر لمسی امکانات خیلی خوبی را چون touch to focus یا فوکوس لمسی فراهم می‌آورد.,16.0,3
5940,با این اوصاف اگر نیاز به دوربین با کیفیت برای عکس برداری فیلم برداری دارید یا اینکه نیاز به استفاده از برنامه‌های مختلف بر روی گوشی خود دارید باید قید این گوشی را بزنید.,35.0,1
5626,همه چیزش خوبه نسبت به قیمتش واقعا عالی هست عکس‌های خوبی میگیره سریع هست حس عکاسی حرفه‌ای رو به کاربرش میده.,22.0,4
3309,این دوربین فیلم برداری به راحتی تقریبا در هر مکانی نصب شود تا لحظات پر هیجان ورزشی از زاویه دید ورزشکار ثبت شوند.,24.0,3
4010,از گوشی هم بسیار راضی هستم.,7.0,4
1079,دوستی که فرمودند این گوشی دو پنل داره این اصلا پنل نیست دوست عزیز touch firmware version یک رابط بین سیستم سخت افزاری نرم افزار است به معنی نسخه سیستم عامل دستگاه‌های لمسی یا به بیان بهتر یک نرم افزار مجازی است هیچ گونه ربطی به پنل صفحه نمایش کیفیت اون نداره نسبت به تاریخ تولید گوشی فرق میکنه که به نظر میاد سونی این گوشی رو داره ارتقا میده در تولید‌های جدید از cpu ۸۹۶۰ استفاده میکنه رابط کاربری صفحه تاچ رو بروز میکنه..,87.0,2
6733,خود شرکت ایسوس تایوان این مسئله رو بیان کرد که به این مشکل می‌خورن ما رایگان عوض می‌کنیم نزدیک به ۱ماه هست که گوشی در شرکت آوات هست کاری واسش نمی‌کنند.,32.0,0
3761,دوستان گلکسی نوت اس۳ رو با این مینی کامپیوتر مقایسه نکنید تا وقتی در دست نگیرید نمیفهمید چه موبایلیه انصافا جنس بدنه‌اش از گلکسی‌ها بهتر نیست,26.0,3
4197,همچنین، تعدادی ویجت کاربردی مانند باتری، ایمیل یا ساعت نیز بر روی این گوشی قرار دارد که ویجت آب هوا بر روی این گوشی با طراحی بسیار خوب، خود نمایی می‌کند.,35.0,4
6586,یک دوربین دیگر با نام hdc-sd۸۰۰ هم وجود دارد که فاقد چشمی الکترونیکی، جک هدفون میکروفون است فیلم‌های آن نیز فقط بر روی کارت حافظه‌ی sd/sdhc/sdxc ذخیره می‌شوند حافظه‌ی داخلی ندارد.,34.0,1
2303,نرم افزار به طور پیش فرض retina macbook pro از سیستم عامل os نسخه lion استفاده می‌کند ولی اپل به خریداران این لپ‌تاپ، امکان ارتقا به mountain lion را به صورت رایگان فراهم کرده است.,36.0,3
1485,دوربین ۶۰۰d در حقیقت دومین دوربین dslr کانن پس از ۶۰d است که از نمایشگر چرخنده بهره می‌برد.,21.0,2
771,سعی می‌کنم که با تغییر منو ببینم که آیا این حالت آبرنگی بودنش تغییر می‌کنه یا نه,17.0,2
3512,همانطور که گفتیم، hs۹۰۰ نسبت به مدل پیشین خود که یکی از بهترین دوربین‌های فیلم برداری در رده‌ی خود در سال ۲۰۱۰ بود، دوربینی بهبود یافته نه انقلابی می‌باشد.,33.0,3
4474,آیپاد تاچ برای کسانی که توانایی مالی برای خرید آیفون را ندارند بسیار وسیله خوبی است شما با هزینه خیلی کمتری میتوانید از امکانات بسیار خوب اپل استفاده کنید.,30.0,4
3248,این دوربین‌ها اصولا مناسب افرادی هستند که ظاهر همچنین عملکردهای حرفه‌ای dslr‌ها را می‌پسندند، ولی لنز همه کاره‌ی این دوربین‌ها را به لنز قابل تعویض معمولا گران قیمت dslr‌ها ترجیه می‌دهند.,33.0,3
2079,به نظرم گوشی باحالیه.,5.0,3
5850,همچنین عملکرد آن در زوایای دید مختلف نیز قابل تعریف تمجید نیست.,13.0,1
6282,برای مثال این اسکنر فاقد adf است.,8.0,1
86,همچنین در حالت غیر adf، زمان سپری شده برای هر برگ در حدود ۲۳ ثانیه می‌باشد.,18.0,2
4046,این گوشی فوق‌العادست!,4.0,4
805,در بالا-سمت چپ کیبورد در کنار بلندگوی لپ‌تاپ، کلید پاور دستگاه قرار دارد.,15.0,2
1826,قبلا در حد یکروز بود ولی الان تا سه روز هم میرسه.,13.0,2
2488,باتریشم تو کار زیاد کم میاره که با نصب برنامه مدیریت انرژی خیلی بهتر شده بین گوشی‌های آندروییدی قابل‌قبوله.,20.0,3
5146,"این دوربین مجهز به نمایشگر اینچی بسیار عالی ۴۶۰,۰۰۰ نقطه واید می‌باشد که در حالت پیش‌فرض عکس‌ها را با نسبت ۴:۳ نمایش می‌دهد این در حالی است که اگر در حال ضبط ویدیویی hd باشید به طور خودکار تصویر با نسبت ۱۶:۹ نشان داده می‌شود تا بیشتر شبیه به اجرای آن بر روی نمایشگرهای خانگی باشد.",58.0,4
758,سخت افزار پردازنده این گوشی یک پردازنده دو هسته‌ای با فرکانس ۱٫۵ گیگاهرتز از نوع krait به همراه چیپ snapdragon s۴ می‌باشد، یعنی تقریبا مشابه پردازنده‌ای که بر روی دیگر غول‌های بازار مانند لومیا ۹۲۰ یا htc one حتی galaxy siii مشاهده کرده بودیم.,45.0,2
1443,"قسمت جلوی دستگاه از شیشه‌ی بسیار مستحکم ساخته شده است، به طوری که jony ive اظهار می‌کند ""شیشه‌ی به کار رفته به سختی یاقوت کبود ۳۰ بار سخت‌تر از پلاستیک می‌باشد!",32.0,2
1343,به هر صورت همانطور که گفتیم، a۳۴۰۰ is دوربین با نمایشگر لمسی سری سال ۲۰۱۲ کانن محسوب می‌شود.,21.0,2
6266,۲- عدم وجود رابط کابل usb برای انتقال اطلاعات.,10.0,1
6471,چند نکته بسیار مهم وجود دارد که در رابطه با retina macbook pro باید بدانید: اول اینکه پردازنده حافظه ram کاملا به برد دستگاه لحیم شده‌اند امکان ارتقای آن‌ها وجود ندارد.,33.0,1
3704,بعلاوه می‌توانید از امکان دسترسی سریع به محتویات you tube بهره ببرید.,13.0,3
2977,این دوربین مجهز به فن آوری لرزش گیر اپتیکال steady shot می‌باشد تا بدین ترتیب لرزش دست شما اثر کمتری در عکسی که می‌گیرید داشته باشد حتی در صورت استفاده از زوم بالا یا سرعت شاتر پایین هم بتوانید عکس هایی شارپ داشته باشید.,43.0,3
5596,رنگ‌آمیزی بسیار زیبایی دارد با وجود پلاستیکی بودن خیلی استایلیش است.,12.0,4
3441,از لحاظ نرم افزاری در این قیمت بدون رقیب هست بنده این نظر را با همین تبلت درج کردم ولی نباید انکار کرد که این تبلت عیب بزرگی دارد آنهم پشتیبانی نکردن از حافظه جانبی هست ولی از لحاظ سرعت قدرت نرم افزاری از تبلت‌های گران قیمتی مانند ۷plus بسیار بالا‌تر است صفحه نمایش آن هم با اینکه سوپر امولد نیست کیفیت بالا نور دهی بسیار مناسبی دارد رنگ‌ها بسیار زنده‌اند در آخر بدنه پشتی آن مورد برسی قرار می‌گیرد که موقع کار کردن حس بسیار خوبی را منتقل می‌کند از عرق دست هم جلو گیری می‌کند,97.0,3
500,کارتریج این چندکاره دارای کارتریج می‌باشد.,7.0,2
2421,عالیه من اگه بیاد سریع میخرمش,6.0,3
1301,در پشت این دوربین هم نمایشگر ۳٫۷ اینچی لمسی قرار گرفته است.,12.0,2
5615,به نظر من واقعا فوق العاده اس ارزش خریدو داره.,11.0,4
2131,سامسونگ تعداد زیادی برنامه کاربردی به طور پیش فرض بر روی این تبلت قرار داده است که برای مثال می‌توان به فایل منیجر، برنامه حرفه‌ای تدوین عکس ویدئو، دفترچه یادداشت آفیس اشاره کرد.,35.0,3
2320,از طرفی معتاد سریال هستم بسیار اهل بازی، وبلاگ هم مینویسم، از طرفدارای برند اسوس هم هستم (دقت کنین تلفظ ایسوس غلطه!,26.0,3
4967,واقعا ممنون دیجی کالا لطفا همیشه اخبار این گوشی رو دنبال کنین,12.0,4
5434,موارد مشترک بهبود یافته شامل همان لنز بهتر، سیستم ضبط صدای کاملا بهبود یافته البته wi-fi داخلی می‌شوند.,20.0,4
4035,اگه تراکم صفحه تبلتش هم بالا بود تو خریدش شک نمیکردم ولی حالا اگه گوشیش به صورت جدا فروخته بشه میخرم، واقعا سخت افزارش غوله,26.0,4
3974,همچنین تنوع مود بسیار خوبی برای انتخاب مود‌های مختلف عکاسی وجود دارد تا با آن‌ها بتوان عکس‌هایی با افکت‌های مختلف را ثبت نمود.,24.0,4
4188,این برنامه بسیار کامل مجهز است امکانات بسیار زیادی دارد.,11.0,4
1835,با تشکرمجدد از دیجی کالا.,6.0,2
5411,قبل از اینکه ویدئوی این تبلت رو تماشا کنم فکر میکردم این تبلت در مقابل ایسوس ترانسفورمر نیو آیپد حرفی برای گفتن نخواهد داشت اما حالا با کمی اغراق اعتراف میکنم بهترین تبلتیه که تاحالا دیدم,35.0,4
619,ولی به هر صورت از آن جایی که یک دوربین point to shoot می‌باشد، مجهز به مود عکاسی intelligent auto نیز می‌باشد.,24.0,2
1319,همچنین، این گوشی تنها ۱۲۰ گرم وزن دارد.,10.0,2
2366,سلام دوستانی که به گوش کردن زیاد موسیقی علاقه زیاد دارند این گوشی را بخرند چون ارزش این گوشی بیشتر به موسیقیشه در غیر این صورت توصیه می‌کنم که گوشیه دیگری را بخرند,33.0,3
5021,طراحی جذاب زیبای منحصر به فرد سامسونگ از حاشیه باریک بدنه استفاده می‌کند تا تجربه فراگیرتر گسترده‌تری داشته باشید.,19.0,4
3934,عملکرد سخت افزاری هنگامی که نسل چهارم ipod touch وارد بازار گشت، قدرت پردازشی بسیار بالایی را ارائه می‌داد به راحتی تمامی برنامه‌ها بازی‌های سیستم عامل ios را اجرا می‌کرد.,32.0,4
2708,به هر حال، برای یک گوشی در این سطح، این سیستم عامل کارایی خوبی دارد.,18.0,3
1973,این چیپ از پردازنده arm cortex-a۹ استفاده کرده به راحتی جوابگوی تمامی برنامه‌ها بازی‌های سیستم عامل ios می‌باشد.,19.0,3
826,البته در بین سنسورهای ۱/۲٫۳ اینچی نه بعضی سنسورهای بزرگتر که بر روی بعضی از دوربین‌ها به صورت استثناء استفاده شده‌اند.,23.0,2
855,من هفته هست که این گوشی رو خریدم.,9.0,2
1825,درست است که چاپگرهای جوهرافشان سرعت چاپ چندان بالایی به نسبت چاپگرهای لیزری ندارند ولی pixma mx۳۷۴ در بین پرینترهای جوهرافشان سرعت به نسبت متوسطی دارد.,28.0,2
1639,بر روی این صفحه نمایش نیز محافظ corning gorilla glass وجود دارد که وظیفه مراقبت از صفحه نمایش در برابر خش را بر عهده دارد.,26.0,2
4674,حتی الان هم که وارد بازار شده جا افتاده، این گوشی بهترینه، تمام مشخصات رو داره علاوه بر اون خوش دست تره، باطریش قابل تعویضه، زیباتره، خوشبختانه سونی توی تولیدش از بهترین سخت افزارهاش استفاده کرده فقط چون معرفیش با مقارن شد تبلیغات زیادی راجع بهش نکرد.,53.0,4
4098,این محصولش واقعا کامله نیاز خیلیا رو برطرف میکنه,9.0,4
6436,از نظر عملکرد در حساسیت‌های مختلف هم باید گفت که، نویز تنها از ایزو ۸۰۰ می‌تواند مقداری مشکل ساز باشد.,22.0,1
4302,هرچه کار کنید بیشتر بهش علاقه مند میشید.,9.0,4
4110,به نظرم باید note ii رو بفروشم یکی ازینا بردارم!,11.0,4
650,علاوه بر تجهیزات استقراری که به هنگام خرید دستگاه، درون جعبه وجود دارند، به صورت جداگانه نیز می‌توانید تجهیزات جانبی را تهیه کنید تا بتوانید به طرق مختلف دوربین را به هرجایی که خواستید متصل نمایید.,39.0,2
4301,. حرف نداره..,5.0,4
931,در ادامه بیشتر توضیح می‌دهیم.,6.0,2
3515,واقعا فوق العاده ست من ماهه منتظرشم اگه سفید داشته باشه یکی میخرم,13.0,3
1885,من چند ماهی میشه که این گوشی رو دارم به اندروید هم آپدیتش کردم.,15.0,2
1661,قسمت پشت دوربین هم جایی است که دکمه‌ی rec دیده می‌شود.,11.0,2
680,بنابراین پیشنهاد می‌کنیم که کسانی که به دنبال حداکثر شارژ دهی هستند، حتما از داک کیبورد دستگاه استفاده کنند.,21.0,2
6707,هیچوقت به پای گوشیهای جدید ۲۰۱۲ نمیرسه سامسونگ الان تو زمینه گوشی حرف اول رو میزنه iii note خیلی بهترن.,21.0,0
3355,ادم لذت میبره.,4.0,3
5910,به نظرم تا مشکل داره: ۱- دوربینش فلش نداره.,11.0,1
457,همان طور که میدانید پرینترها، اسکنرها دستگاه‌های فکس کپی جزو دستگاه‌هایی هستند که امروزه به عنوان یکی از وسایل خروجی یا ورودی اطلاعات کامپیوتر مورد استفاده قرار می‌گیرد.,30.0,2
2402,کیفیت ضبط صدای میکروفون نیز خیلی خوب است هرچند که گاهی اوقات به نظر می‌رسد فقط صدای جلو را ضبط می‌کند کاری به طرفین ندارد.,26.0,3
3858,واقعا به نسبت قیمتش تبلت عالیه.,7.0,3
1679,کیبورد تاچ پدretina macbook pro تاچ پد همیشگی شیشه‌ای اپل را به همراه دارد.,15.0,2
4513,معایب دیزایر در این مدل کاملا مرتفع شده با اندروید ورژن فوق العاده شده.,15.0,4
725,زیرا گوگل معتقد است که عکاسی فیلم برداری با تبلت چندان مورد توجه استقبال کاربران قرار نگرفته است بیشتر آن‌ها تمایل به استفاده از تبلت خود برای برقراری تماس‌های ویدیویی دارند به همین دلیل یک دوربین ۱٫۲ مگاپیکسلی در قسمت جلوی این دستگاه قرار گرفته است که برای این منظور کافی به نظر می‌رسد.,53.0,2
3063,اگه همیشه یک لبتاپ ۲٫۵ کیلویی با مخلفاتش روی کولتون باشه میفهمید که حذف حداقل کیلو در اثباب لوازم شما چقدر در سلامت شما خسته نشدنتون میتونه تاثیر گذار باشه).,32.0,3
2058,بدین ترتیب در هر مودی که باشید می‌توانید سریعا به مود فیلم برداری سویچ کنید سپس با فشردن دکمه record در قسمت بالا سمت راست نمایشگر ضبط ویدیویی را آغاز نمایید.,32.0,3
2783,همچنین یک دوربین مگاپیکسلی نیز جهت انجام مکالمات تصویری در جلوی تبلت قرار گرفته که عملکرد این دوربین نیز به عنوان وب کم بسیار راضی کننده است.,28.0,3
5388,ولی به هر حال گوشی بسیار مناسب خوبی است,9.0,4
5346,یکی از بهترین تبلت‌های بازاره عالیه,6.0,4
78,چیدمان کلیدها پورت‌ها نشان می‌دهد که ایسوس در نظر داشته تا کاربران از این تبلت به صورت عمودی (portrait) استفاده کنند.,24.0,2
3496,در ضمن، با وجود سنسور مادون قرمز برنامه smart remote، می‌توانید از note به عنوان یک ریموت کنترل نیز استفاده نمایید!,24.0,3
5618,من یکی دارم خیلی هم شیک بادوام هستش یه راهنمایی: حتما از برنامه itunes استفاده کنید آهنگ هاتون رو همینجوری داخل خود آی پاد شافل کپی نکنید که کار نمیکنه.,32.0,4
3900,در کل باید گفت که hp laserjet p۱۱۰۲ به عنوان یک پرینتر لیزری تک رنگ سطح مبتدی عملکرد ویژگی‌های خیلی خوبی را ارایه می‌دهد.,26.0,4
4536,وزن این دستگاه تقریبا ۲٫۵ کیلوگرم بوده برای یک لپ‌تاپ ۱۵٫۶ اینچی بسیار مناسب است.,17.0,4
2721,در اطراف صفحه نمایش به اندازه کافی قاب وجود دارد که در هنگام نگه داشتن تبلت در دست، به طور اتفاقی لمسی با صفحه نمایش صورت نگیرد که این مورد نیز در هنگام کار با آن، راحتی بیشتری را ایجاد می‌نماید.,44.0,3
5935,عکس‌های گرفته شده در فضاهای خارجی از کیفیت بسیار خوبی برخوردار هستند ولی در فضاهای بسته، به خصوص در شرایط نوری ضعیف، به دلیل عدم وجود فلش، عکس‌ها دارای نویز بوده از کیفیت خیلی بالایی برخوردار نیستند.,41.0,1
2601,این صفحه نمایش در مقابل بسیاری از دیگر گوشی‌های خانواده asha یک برتری محسوب می‌گردد.,16.0,3
960,همچنین سیستم تهویه مطبوع ماشین لباسشویی.,7.0,2
575,اگر وزن این تبلت را با تبلت‌های مشابه مانند note ۱۰٫۱ با ۵۹۷ گرم، nexus ۱۰ با ۶۰۰ گرم، tf۷۰۰ با ۵۸۶ گرم یا حتی آیپد۴ با ۶۵۰ گرم مقایسه نمایید متوجه گفته ما خواهید شد.,40.0,2
5595,در نهایت اگر به دنبال کامل‌ترین بهترین مالتی مدیا پلیر همراه موجود در بازار هستید، ipod touch نسل پنجم، تنها انتخاب شما خواهد بود!,26.0,4
3000,من این هارد رو روزه خریدم سرعتش خوبه.,9.0,3
3563,در ضمن، htc سعی نموده که وزن این گوشی را نیز متعادل نگاه دارد با ۱۴۰ گرم، تقریبا موفق نیز گردیده است.,25.0,3
5784,هیچ شکی نیست که آیفون بهترین گوشیه دنیا هست ولی به دلایلی من android رو به ios ترجیح میدم یکی از اونا اینه که android به راحتی از بلوتوث پشتیبانی میکنه ولی ios رو اول باید جیلبریک کرد بعد هم باید دنبال برنامه ibluetooth گشت دومی اینه که اگر توجه کرده باشید بیشتر امکانات آیفون اعم از نقشه‌ها..,59.0,1
4757,طراحی مدل جدید به طرز چشمگیری نسبت به مدل سال گذشته باریک‌تر سبک‌تر شده است.,15.0,4
4392,این مرورگر بسیار روان است با سرعت بالایی می‌تواند صفحات اینترنتی را نشان دهد.,15.0,4
587,بر روی بدنه این دوربین دکمه‌های فیزیکی خیلی کمی قرار گرفته‌اند دلیل آن نیز وجود نمایشگر ۳٫۲ اینچی لمسی ۴۶۰۰۰۰ نقطه‌ای بوده است.,23.0,2
6789,اصلا گارانتی معتبر مسئولی نیست.,6.0,0
4631,من یه ساله که این دوربینو دارم یه مشکلی که دیدم اگر برای افراد فیلمبرداری مهمه یکم تو فیلما لرزش احساس می‌شه اصلا با یه دوربین فیلمبرداری قابل مقایسه نیست ولی عکسش عالی علیه.,35.0,4
6123,اصلا کیفیت دوربین رزولوشن تصویر راضیم نکرد.,8.0,1
3135,طراحی انقلابی چشم‌نواز تلویزیون که زندگی شما را متحول خواهد ساخت محیط زندگی خود را با این طراحی پیچیده شیک متحول سازید.,22.0,3
6412,باطری کمی کارایی مناسب نداره سریع تموم میشه گوشیای دیگه با سخت افزار مشابه شارژ دهی بهتری دارن ۲.,19.0,1
5569,در ضمن siri از آن جایی که با شما مکالمه‌ی متقابل دارد بسیار واقعی جذاب به نظر می‌رسد.,19.0,4
362,می‌تونم بگم از تمام قابلیت‌های گوشی استفاده کردم.,9.0,2
3430,اندازش خیلی کوچیک شیکه به راحتی تو جیب جا میشه.,11.0,3
3262,زوم برابر هم برای عکاسی پرتره مناسب می‌باشد.,9.0,3
3158,از دیجی کالا به خاطر قیمت‌های منصفانش سپاسگذارم.,9.0,3
4090,منوها خیلی استاندارد می‌باشند پیش از این شبیه به آن را بر روی دوربین‌های فیلم برداری پیشین کانن هم دیده بودیم.,21.0,4
6473,چرا که با وجود یک صفحه نمایش اینچی، به نظر می‌رسد که احتیاج به شارژ حداکثر یک روز در میان این گوشی را احساس نمایید.,27.0,1
6800,صدای بلندگو خش‌خش داره ۲. کیفیت صدا پایینه مخصوصا از طریق هندزفری ۳. دوربین فلاش اون در حد مگا پیکسل نیست ۴. اثر انگشت میمونه اما.,27.0,0
3387,این دوربین با آخرین سیستم کنترل رادیویی فلاش که با ۵d mark iii معرفی شد را دارد.,18.0,3
5915,ولی در صورت استفاده از آهنگ موسیقی متاسفانه شارژش زود تمام میشود.,13.0,1
5465,سرعت عکس‌برداری فیلم‌برداری هم فوق‌العاده است.,7.0,4
1498,فلاش قوی داره تا برد متر تست کردم جواب داد.,11.0,2
2711,واقعا به قیمتش میارزه!,5.0,3
1877,ixus نامی هست که در اروپا فروش میره خیلی از زبان‌ها رو داره,13.0,2
2015,جای تعجب داشت!,4.0,3
6238,تنها بدیش اینه که مال من بعد از مدتی کار نور صفحه نمایشش در اثر بر خورد دست عوض میشه.,21.0,1
5674,این یک امکان فوق‌العاده است که ال جی به کاربران optimus vu هدیه داده است.,15.0,4
3637,از نظر ظاهری، این دوربین شباهت بسیار زیادی با دیگر دوربین‌های bridge دارد اتفاقا این دوربین‌ها شبیه به دوربین‌های حرفه‌ای‌تر dslr ساخته می‌شوند.,24.0,3
6704,اصلا باهاش حال نکردم,4.0,0
5039,یکی از بهترین تغییراتی که سونی روی این تبلت انجام داده است، موزیک پلیر آن است که یکی از زیباترین موزیک پلیرهایی است که تا به امروز مشاهده کرده‌ایم.,30.0,4
4174,وجود سخت افزار بسیار قدرتمند، صفحه نمایش شگفت انگیز fullhd، دوربین‌های بسیار با کیفیت طراحی بسیار خوب در کنار سیستم عامل محبوب اندروید ۴، باعث می‌گردد این تبلت نیز به یک گزینه خوب برای طرفداران تبلت‌های سطح بالا تبدیل گردد که در این سطح قیمت تقریبا بی رقیب نیز به نظر می‌رسد.,56.0,4
6555,دوستانی که با گوشیشون خیلی بازی میکنند بازی‌های hd با کیفیت بالا میخوان این گوشی مناسب نیست.,18.0,1
5271,در قسمت پشت این دوربین نیز نمایشگر ۲٫۷ اینچی ۲۳۰۰۰۰ پیکسلی قرار گرفته که برای این دوربین خیلی خوب مناسب است.,22.0,4
3995,ضمنا به نظرم این یه تبلت کامله شاید بهترین,9.0,4
3825,رادیو هم داره.,4.0,3
1495,البته کابل آن را باید جداگانه خریداری کنید.,9.0,2
1375,من این تبلتو دارم.,5.0,2
323,سیستم ضبطی که در دوربین‌های jvc به کار رفته‌ است از نوع mpeg-۲ ts است نه avchd که در مدل‌های ساخت پاناسونیک، سونی کانن می‌بینید.,27.0,2
